[GENERAL]
DATE=August 08, 2025 at 12:19:10
CYME_VERSION=8.00
CYMDIST_REVISION=01
              
[SI]

[NODE]
FORMAT_NODE=NodeID,CoordX,CoordY

764610.94903022_1823284.96918813,764610.94903022,1823284.96918813
764611.449276936_1823284.97411162,764611.449276936,1823284.97411162
764611.949523655_1823284.97903513,764611.949523655,1823284.97903513
764612.749484911_1823284.98690848,764612.749484911,1823284.98690848
764981.252293398_1823510.22016116,764981.252293398,1823510.22016116
764981.260249912_1823509.42020073,764981.260249912,1823509.42020073
764981.265224862_1823508.92001142,764981.265224862,1823508.92001142
764981.27030799_1823508.41971273,764981.27030799,1823508.41971273
765249.984428417_1827607.98389642,765249.984428417,1827607.98389642
765250.784387426_1827607.99199482,765250.784387426,1827607.99199482
765251.284534439_1827607.99705807,765251.284534439,1827607.99705807
765251.78478962_1827608.00201191,765251.78478962,1827608.00201191
765285.743560483_1827713.41400597,765285.743560483,1827713.41400597
765339.292779379_1827809.49019413,765339.292779379,1827809.49019413
765339.300944883_1827808.6902358,765339.300944883,1827808.6902358
765339.306050536_1827808.19004505,765339.306050536,1827808.19004505
765339.311050759_1827807.68974224,765339.311050759,1827807.68974224
765415.724730924_1823867.52990368,765415.724730924,1823867.52990368
765481.946246044_1827114.62245068,765481.946246044,1827114.62245068
765481.951138901_1827114.12225713,765481.951138901,1827114.12225713
765481.956246723_1827113.62195549,765481.956246723,1827113.62195549
765481.964413885_1827112.82199718,765481.964413885,1827112.82199718
765594.366609434_1827017.63702282,765594.366609434,1827017.63702282
765641.216716206_1828135.7122147,765641.216716206,1828135.7122147
765658.930356042_1827083.03391652,765658.930356042,1827083.03391652
765659.04393906_1827082.54669108,765659.04393906,1827082.54669108
765731.92970248_1827183.68109967,765731.92970248,1827183.68109967
765731.937537784_1827182.88113804,765731.937537784,1827182.88113804
765731.942438072_1827182.38083298,765731.942438072,1827182.38083298
765731.947336991_1827181.88063862,765731.947336991,1827181.88063862
765784.185392896_1828045.62930751,765784.185392896,1828045.62930751
765786.950835532_1827546.62938045,765786.950835532,1827546.62938045
765787.75079612_1827546.63732136,765787.75079612,1827546.63732136
765788.25094772_1827546.64228618,765788.25094772,1827546.64228618
765788.751206123_1827546.64725233,765788.751206123,1827546.64725233
765803.636149037_1824431.36686076,765803.636149037,1824431.36686076
765804.436109792_1824431.37478477,765804.436109792,1824431.37478477
765804.936333871_1824431.37973974,765804.936333871,1824431.37973974
765805.436451137_1824431.3846934,765805.436451137,1824431.3846934
765832.854300676_1828195.84965122,765832.854300676,1828195.84965122
765832.861974363_1828195.04968802,765832.861974363,1828195.04968802
765832.866772522_1828194.54949163,765832.866772522,1828194.54949163
765832.871892431_1828194.04918851,765832.871892431,1828194.04918851
765966.752989145_1827418.20059292,765966.752989145,1827418.20059292
766009.331838671_1827528.45798308,766009.331838671,1827528.45798308
766016.446758864_1827549.35236639,766016.446758864,1827549.35236639
766057.068244654_1827529.5922909,766057.068244654,1827529.5922909
766057.568504352_1827529.59726325,766057.568504352,1827529.59726325
766058.068764052_1827529.60223561,766058.068764052,1827529.60223561
766058.868724537_1827529.61018686,766058.868724537,1827529.61018686
766069.351901621_1824927.92125814,766069.351901621,1824927.92125814
766086.495158315_1824957.52752112,766086.495158315,1824957.52752112
766086.502993388_1824956.72755949,766086.502993388,1824956.72755949
766086.507892449_1824956.22736492,766086.507892449,1824956.22736492
766086.512899684_1824955.72706098,766086.512899684,1824955.72706098
766101.051455219_1823860.98559428,766101.051455219,1823860.98559428
766101.059626122_1823860.18563601,766101.059626122,1823860.18563601
766101.064735159_1823859.68544448,766101.064735159,1823859.68544448
766101.069631928_1823859.18513962,766101.069631928,1823859.18513962
766137.499296647_1823870.21416943,766137.499296647,1823870.21416943
766137.978149396_1823870.35904378,766137.978149396,1823870.35904378
766229.275976295_1825067.30986201,766229.275976295,1825067.30986201
766242.32002473_1825079.01534238,766242.32002473,1825079.01534238
766242.697338408_1825078.6870578,766242.697338408,1825078.6870578
766310.680446257_1825139.86296593,766310.680446257,1825139.86296593
766310.688461533_1825139.06300608,766310.688461533,1825139.06300608
766310.693473276_1825138.56281208,766310.693473276,1825138.56281208
766310.698379575_1825138.06250607,766310.698379575,1825138.06250607
766335.79446587_1827343.78923244,766335.79446587,1827343.78923244
766401.248419283_1824933.33023843,766401.248419283,1824933.33023843
766430.786849439_1824910.93071278,766430.786849439,1824910.93071278
766430.791757699_1824910.43040649,766430.791757699,1824910.43040649
766430.796772767_1824909.93010151,766430.796772767,1824909.93010151
766430.804791581_1824909.1301417,766430.804791581,1824909.1301417
766452.295278022_1827474.06185435,766452.295278022,1827474.06185435
766452.303312137_1827473.26189469,766452.303312137,1827473.26189469
766452.308335674_1827472.76169935,766452.308335674,1827472.76169935
766452.31325378_1827472.26139197,766452.31325378,1827472.26139197
766565.124136433_1827991.66184575,766565.124136433,1827991.66184575
766565.132178167_1827990.86188617,766565.132178167,1827990.86188617
766565.137207587_1827990.36157958,766565.137207587,1827990.36157958
766565.142022038_1827989.86138103,766565.142022038,1827989.86138103
766568.711134956_1827226.19491709,766568.711134956,1827226.19491709
766600.953022053_1827247.14223296,766600.953022053,1827247.14223296
766600.960719236_1827246.34226999,766600.960719236,1827246.34226999
766600.965533172_1827245.84196091,766600.965533172,1827245.84196091
766600.970559338_1827245.34176521,766600.970559338,1827245.34176521
766744.323298982_1824314.80050713,766744.323298982,1824314.80050713
766744.330983876_1824314.00054404,766744.330983876,1824314.00054404
766744.335789055_1824313.50034642,766744.335789055,1824313.50034642
766744.340809234_1824313.0000407,766744.340809234,1824313.0000407
766781.680610472_1827112.43530626,766781.680610472,1827112.43530626
766781.915685599_1827112.87691747,766781.915685599,1827112.87691747
766888.517716216_1823203.98525867,766888.517716216,1823203.98525867
766888.522732953_1823203.48517439,766888.522732953,1823203.48517439
766888.52775243_1823202.98486869,766888.52775243,1823202.98486869
766888.535778282_1823202.18490895,766888.535778282,1823202.18490895
767024.965905481_1829840.69108272,767024.965905481,1829840.69108272
767089.005222925_1827872.83456067,767089.005222925,1827872.83456067
767095.470825325_1827857.94185958,767095.470825325,1827857.94185958
767096.345884815_1827842.10341186,767096.345884815,1827842.10341186
767096.350926056_1827841.60310369,767096.350926056,1827841.60310369
767096.355965922_1827841.10290624,767096.355965922,1827841.10290624
767096.364026115_1827840.30294685,767096.364026115,1827840.30294685
