ObjectID,TransformerID,FeederID,Amp,KW,KVA,PF
2068,HD530163,PHDIEN-472,24.3,15.93773237,16.83504,94.67
2072,HC530110,PHDIEN-472,159.27,98.86666138,110.342256,89.6
2077,HD530292,PHDIEN-472,9.37,6.491536,6.491536,100
2080,HC530026,PHDIEN-472,144.89,96.06346094,100.379792,95.7
2081,HC530276,PHDIEN-472,159.27,98.86666138,110.342256,89.6
2083,HC530097,PHDIEN-472,221.94,147.0407186,153.760032,95.63
2084,HC530023,PHDIEN-472,336.69,215.6011384,233.258832,92.43
2085,HC530261,PHDIEN-472,65,39.5966376,45.032,87.93
2087,HC530100,PHDIEN-472,88.72,59.31393344,61.465216,96.5
2091,HD630252,PHDIEN-472,19.04,0.6595456,13.190912,5
2095,HC530272,PHDIEN-472,58,38.72377888,40.1824,96.37
2097,HC530259,PHDIEN-472,12.18,7.988542397,8.438304,94.67
2108,HD530180,PHDIEN-472,71.55,42.92748144,49.56984,86.6
2130,HD530295,PHDIEN-472,15.75,10.90832652,10.9116,99.97
2134,HD530183,PHDIEN-472,0,0,0,0
2135,HC530025,PHDIEN-472,227.87,155.2950821,157.868336,98.37
2142,HC530099,PHDIEN-472,155.17,104.4594757,107.501776,97.17
2146,HC530112,PHDIEN-472,153.03,102.5947644,106.019184,96.77
2153,HD530155,PHDIEN-472,5.91,3.908969506,4.094448,95.47
2154,HD530299,PHDIEN-472,8.81,6.103568,6.103568,100
2157,HD630251,PHDIEN-472,0,0,0,66.67
2159,HD530290,PHDIEN-472,13.39,9.270098386,9.276592,99.93
2160,HD530171,PHDIEN-472,0,0,0,100
2164,HD530302,PHDIEN-472,13.15,9.11032,9.11032,100
2173,HD530294,PHDIEN-472,8.98,6.221344,6.221344,100
2182,HD530297,PHDIEN-472,8.81,6.103568,6.103568,100
2183,HC530096,PHDIEN-472,323.2,221.3827436,223.91296,98.87
2186,HD530259,PHDIEN-472,105.95,66.35555264,73.40216,90.4
2196,HD530300,PHDIEN-472,18.72,8.7542208,12.969216,67.5
2198,PC-0022D00-TBA7409928,PHDIEN-472,34.82,20.15983847,24.123296,83.57
2205,HD530184,PHDIEN-472,0,0,0,100
2206,HD530296,PHDIEN-472,9.78,6.736963171,6.775584,99.43
2213,HC530095,PHDIEN-472,232.44,155.6719854,161.034432,96.67
2218,HC530101,PHDIEN-472,58,38.72377888,40.1824,96.37
2219,HC530098,PHDIEN-472,88.72,59.31393344,61.465216,96.5
2224,HC530081,PHDIEN-472,64.84,43.16922707,44.921152,96.1
2233,HD630250,PHDIEN-472,301.8,204.9680253,209.08704,98.03
2237,HC530138,PHDIEN-472,57.89,38.74258147,40.106192,96.6
2245,HC530144,PHDIEN-472,171.73,116.4760786,118.974544,97.9
2248,HD530301,PHDIEN-472,19.14,9.702482486,13.260192,73.17
2249,HD530160,PHDIEN-472,0,0,0,100
2250,HC530114,PHDIEN-472,76.96,50.43872205,53.317888,94.6
2252,HD530298,PHDIEN-472,7.26,5.029728,5.029728,100
2256,HC530057,PHDIEN-472,144.89,96.06346094,100.379792,95.7
2262,HC530145,PHDIEN-472,112.27,74.45942199,77.780656,95.73
2265,HD530256,PHDIEN-472,32.2,13.9426,22.30816,62.5
2271,HD530293,PHDIEN-472,8.92,6.171742291,6.179776,99.87
2274,HD530291,PHDIEN-472,14.44,10.004032,10.004032,100
2276,HC530103,PHDIEN-472,130.75,79.65015948,90.5836,87.93
2284,HC530113,PHDIEN-472,53.44,34.43160576,37.023232,93
2291,HC530275,PHDIEN-472,221.94,147.0407186,153.760032,95.63
2292,HC530115,PHDIEN-472,159.27,98.86666138,110.342256,89.6
2293,HC530141,PHDIEN-472,24.69,16.33549656,17.105232,95.5
1995,HC530021,PHDIEN-473,297.01,198.216823,205.768528,96.33
2006,HC530015,PHDIEN-473,83.92,53.9362702,58.139776,92.77
2012,HC530080,PHDIEN-473,153.92,104.3217797,106.635776,97.83
2019,HC530071,PHDIEN-473,88.72,59.31393344,61.465216,96.5
2026,Tr §­m c §?t,PHDIEN-473,0,0,0,0
2030,HC530056,PHDIEN-473,191.16,126.7011844,132.435648,95.67
2031,HC530029,PHDIEN-473,73.33,48.60325306,50.803024,95.67
2036,HC530063,PHDIEN-473,13.2,7.807052352,9.14496,85.37
2038,HC530070,PHDIEN-473,78.69,52.73374467,54.516432,96.73
2057,HC530066,PHDIEN-473,155.17,104.4594757,107.501776,97.17
2058,PC-0022D00-TBA7064493,PHDIEN-473,191.16,126.7011844,132.435648,95.67
2086,HC530092,PHDIEN-473,198.13,134.9309681,137.264464,98.3
2106,HC530054,PHDIEN-473,55.64,37.00549632,38.547392,96
2107,HC530020,PHDIEN-473,298.1,196.8790241,206.52368,95.33
2115,HC530133,PHDIEN-473,253.76,173.5722054,175.804928,98.73
2116,HC530017,PHDIEN-473,71.64,48.45590905,49.632192,97.63
2119,HC530078,PHDIEN-473,205.14,138.6674519,142.120992,97.57
2138,HC530065,PHDIEN-473,43.89,28.93833429,30.406992,95.17
2145,HC530120,PHDIEN-473,173.89,118.5795974,120.470992,98.43
2149,HC530160,PHDIEN-473,44.96,29.92416028,31.148288,96.07
2151,HC530150,PHDIEN-473,100.4,65.94014976,69.55712,94.8
2167,HC530134,PHDIEN-473,88.72,59.31393344,61.465216,96.5
2174,HC530003,PHDIEN-473,136.29,88.72808277,94.421712,93.97
2180,HC530001,PHDIEN-473,44.38,29.00313949,30.746464,94.33
2202,HC530055,PHDIEN-473,98.55,65.29180327,68.27544,95.63
2204,PC-0022D00-TBA7204694,PHDIEN-473,82.8,57.15159379,57.36384,99.63
2215,HC530269,PHDIEN-473,84.21,56.18208254,58.340688,96.3
2258,HC530264,PHDIEN-473,37.43,25.13540683,25.931504,96.93
2260,HC530030,PHDIEN-473,102.19,63.97945856,70.797232,90.37
2281,HC530123,PHDIEN-473,82.3,53.0262192,57.01744,93
2283,HC530024,PHDIEN-473,92.32,62.48823219,63.959296,97.7
2287,HC530124,PHDIEN-473,130.72,88.8421225,90.562816,98.1
2290,HC530028,PHDIEN-473,27.9,18.0398677,19.32912,93.33
2296,PC-0022D00-TBA7092030,PHDIEN-473,155.17,104.4594757,107.501776,97.17
