[GENERAL]
DATE=August 08, 2025 at 12:19:12
CYME_VERSION=8.00
CYMDIST_REVISION=01
              
[SI]

[NODE]
FORMAT_NODE=NodeID,CoordX,CoordY

771123.933127901_1824986.87005437,771123.933127901,1824986.87005437
771124.17428221_1824987.3084769,771124.17428221,1824987.3084769
771411.359680375_1824949.58574705,771411.359680375,1824949.58574705
771510.615878777_1824879.31988369,771510.615878777,1824879.31988369
771535.783609763_1824906.28447544,771535.783609763,1824906.28447544
771535.79181752_1824905.48451755,771535.79181752,1824905.48451755
771535.796949793_1824904.98430752,771535.796949793,1824904.98430752
771535.80176162_1824904.48409347,771535.80176162,1824904.48409347
771657.302379234_1825088.66889509,771657.302379234,1825088.66889509
771692.01441128_1825045.71312819,771692.01441128,1825045.71312819
771719.353451804_1825043.16511747,771719.353451804,1825043.16511747
771719.360983872_1825042.36515293,771719.360983872,1825042.36515293
771719.365693657_1825041.8649369,771719.365693657,1825041.8649369
771719.371289068_1825041.31147119,771719.371289068,1825041.31147119
771719.375884415_1825040.80339191,771719.375884415,1825040.80339191
771719.87632936_1825040.80837832,771719.87632936,1825040.80837832
771720.373463041_1825040.81332295,771720.373463041,1825040.81332295
771720.873712521_1825040.81686743,771720.873712521,1825040.81686743
771721.673692441_1825040.82253563,771721.673692441,1825040.82253563
771737.54403139_1825003.16435109,771737.54403139,1825003.16435109
771737.552247208_1825002.36439328,771737.552247208,1825002.36439328
771737.557384529_1825001.86418259,771737.557384529,1825001.86418259
771737.562202801_1825001.36385714,771737.562202801,1825001.36385714
772159.207910285_1825132.55774208,772159.207910285,1825132.55774208
772245.921066237_1824973.04600324,772245.921066237,1824973.04600324
772245.926109843_1824972.54567891,772245.926109843,1824972.54567891
772245.931153447_1824972.04535458,772245.931153447,1824972.04535458
772245.939217573_1824971.24539523,772245.939217573,1824971.24539523
772443.620553257_1825197.17590735,772443.620553257,1825197.17590735
772444.420511481_1825197.1840829,772444.420511481,1825197.1840829
772444.920953876_1825197.18919741,772444.920953876,1825197.18919741
772445.421185443_1825197.19408779,772445.421185443,1825197.19408779
772723.731741558_1825495.31012749,772723.731741558,1825495.31012749
772726.632861106_1825495.35850861,772726.632861106,1825495.35850861
772726.636882192_1825494.95498261,772726.636882192,1825494.95498261
772726.639730151_1825494.66453828,772726.639730151,1825494.66453828
772726.644796478_1825494.15502176,772726.644796478,1825494.15502176
772726.649746388_1825493.65469437,772726.649746388,1825493.65469437
772726.654588077_1825493.15447635,772726.654588077,1825493.15447635
772744.306457397_1825327.72772549,772744.306457397,1825327.72772549
772744.370107461_1825327.13069912,772744.370107461,1825327.13069912
772976.799157141_1825652.45391482,772976.799157141,1825652.45391482
772976.806116498_1825651.75352199,772976.806116498,1825651.75352199
772976.812967638_1825651.05323852,772976.812967638,1825651.05323852
772977.499446038_1825652.46091339,772977.499446038,1825652.46091339
772977.506298606_1825651.7605192,772977.506298606,1825651.7605192
772977.513257985_1825651.06012638,772977.513257985,1825651.06012638
772977.521206708_1825650.26016587,772977.521206708,1825650.26016587
772978.199736339_1825652.46780128,772978.199736339,1825652.46780128
772978.206695745_1825651.76740844,772978.206695745,1825651.76740844
772978.213653745_1825651.06712631,772978.213653745,1825651.06712631
772989.364662013_1825302.21551612,772989.364662013,1825302.21551612
772989.433189954_1825301.21748552,772989.433189954,1825301.21748552
773011.63946278_1825729.57622893,773011.63946278,1825729.57622893
773011.646423679_1825728.8758359,773011.646423679,1825728.8758359
773011.653276357_1825728.17555223,773011.653276357,1825728.17555223
773012.339749335_1825729.583229,773012.339749335,1825729.583229
773012.346710257_1825728.88283596,773012.346710257,1825728.88283596
773012.353564362_1825728.18244159,773012.353564362,1825728.18244159
773012.361392839_1825727.38247989,773012.361392839,1825727.38247989
773013.040037298_1825729.59011838,773013.040037298,1825729.59011838
773013.046998242_1825728.88972535,773013.046998242,1825728.88972535
773013.053957777_1825728.18944302,773013.053957777,1825728.18944302
773025.439106698_1825012.77503608,773025.439106698,1825012.77503608
773025.44406175_1825012.27470795,773025.44406175,1825012.27470795
773025.449015397_1825011.77449053,773025.449015397,1825011.77449053
773025.456937399_1825010.97452975,773025.456937399,1825010.97452975
773044.307022912_1825298.32811752,773044.307022912,1825298.32811752
773044.471465086_1825297.83734154,773044.471465086,1825297.83734154
773054.189692877_1825183.86143966,773054.189692877,1825183.86143966
773055.098221995_1825404.46575871,773055.098221995,1825404.46575871
773055.105182606_1825403.76536567,773055.105182606,1825403.76536567
773055.112143213_1825403.06497263,773055.112143213,1825403.06497263
773055.798734373_1825404.47265065,773055.798734373,1825404.47265065
773055.805695003_1825403.7722576,773055.805695003,1825403.7722576
773055.812654228_1825403.07197528,773055.812654228,1825403.07197528
773055.820604029_1825402.27201478,773055.820604029,1825402.27201478
773056.499138532_1825404.47965198,773056.499138532,1825404.47965198
773056.505992372_1825403.77925758,773056.505992372,1825403.77925758
773056.512846209_1825403.07886318,773056.512846209,1825403.07886318
773060.766411734_1825316.49503425,773060.766411734,1825316.49503425
773060.77347888_1825315.79464259,773060.77347888,1825315.79464259
773060.780437806_1825315.09436029,773060.780437806,1825315.09436029
773061.466925594_1825316.50203668,773061.466925594,1825316.50203668
773061.47388595_1825315.80164366,773061.47388595,1825315.80164366
773061.480739488_1825315.10124928,773061.480739488,1825315.10124928
773061.488567318_1825314.30128758,773061.488567318,1825314.30128758
773062.167120419_1825316.50892437,773062.167120419,1825316.50892437
773062.174080797_1825315.80853134,773062.174080797,1825315.80853134
773062.18103977_1825315.10824902,773062.18103977,1825315.10824902
773095.667926983_1825846.37463067,773095.667926983,1825846.37463067
773095.674889822_1825845.67434791,773095.674889822,1825845.67434791
773095.681747251_1825844.97395309,773095.681747251,1825844.97395309
773096.368316953_1825846.38163539,773096.368316953,1825846.38163539
773096.375174408_1825845.68124056,773096.375174408,1825845.68124056
773096.38203186_1825844.98084574,773096.38203186,1825844.98084574
773096.389864155_1825844.18088408,773096.389864155,1825844.18088408
773097.068494707_1825846.38852669,773097.068494707,1825846.38852669
773097.075457593_1825845.68824395,773097.075457593,1825845.68824395
773097.082421879_1825844.98785048,773097.082421879,1825844.98785048
773151.446808675_1825800.72231594,773151.446808675,1825800.72231594
773151.453666278_1825800.02203161,773151.453666278,1825800.02203161
773151.460632094_1825799.32163793,773151.460632094,1825799.32163793
773152.147093588_1825800.72932089,773152.147093588,1825800.72932089
773152.154059431_1825800.02892721,773152.154059431,1825800.02892721
773152.161132084_1825799.32853488,773152.161132084,1825799.32853488
