
[FUSE SETTING]
FORMAT_FUSESETTING=SectionID,Location,EqID,DeviceNumber,DeviceStage,Flags,InitFromEquipFlags,CoordX,CoordY,ClosedPhase,Locked,RC,NStatus,TCCID,PhPickup,GrdPickup,Alternate,PhAltPickup,GrdAltPickup,FromNodeID,FaultIndicator,Strategic,RestorationMode,ConnectionStatus,ByPassOnRestoration,Reversible

BB_5130,L,22 KV_400A,FU_2193,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4922,L,22 KV_400A,FU_2185,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5172,L,22 KV_400A,FU_2225,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5286,L,22 KV_400A,FU_2107,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4884,L,22 KV_400A,FU_1963,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
OH_4803,S,22 KV_400A,FU_1958,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4954,L,22 KV_400A,FU_1863,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
OH_4662,S,22 KV_400A,FU_2153,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5272,L,22 KV_400A,FU_2141,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5306,L,22 KV_400A,FU_2241,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
OH_5539,L,22 KV_400A,FU_2160,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5044,L,22 KV_400A,FU_2123,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
OH_4790,S,22 KV_400A,FU_2146,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5280,L,22 KV_400A,FU_1988,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5188,L,22 KV_400A,FU_2187,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5006,L,22 KV_400A,FU_2108,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4920,L,22 KV_400A,FU_2095,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5230,L,22 KV_400A,FU_2135,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5042,L,22 KV_400A,FU_2114,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4948,L,22 KV_400A,FU_2252,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5232,L,22 KV_400A,FU_2264,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
OH_4798,S,22 KV_400A,FU_2147,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5274,L,22 KV_400A,FU_2016,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5058,L,22 KV_400A,FU_2164,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4924,L,22 KV_400A,FU_2128,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5324,L,22 KV_400A,FU_2125,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5194,L,22 KV_400A,FU_2068,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5076,L,22 KV_400A,FU_1927,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5250,L,22 KV_400A,FU_2177,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5236,L,22 KV_400A,FU_2115,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5116,L,22 KV_400A,FU_2261,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
OH_4789,S,22 KV_400A,FU_1870,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4914,L,22 KV_400A,FU_2247,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_4990,L,22 KV_400A,FU_2082,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5112,L,22 KV_400A,FU_1827,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5106,L,22 KV_400A,FU_2189,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
OH_5531,L,22 KV_400A,FU_1944,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
BB_5012,L,22 KV_400A,FU_2116,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1
