
[INTERMEDIATE NODES]
FORMAT_INTERMEDIATENODE=SectionID,SeqNumber,CoordX,CoordY,IsBreakPoint,BreakPointLocation
OH_4678,9,759229.573152093,1837224.94880135,,
OH_4678,10,759158.829483751,1837246.75239924,,
OH_4678,11,759122.256973296,1837257.79971728,,
OH_4678,12,759073.412662481,1837274.28313634,,
OH_4678,13,759032.890128884,1837289.3738579,,
OH_4678,14,758990.679884602,1837301.91755726,,
OH_4678,15,758934.117301328,1837320.2297647,,
OH_4678,16,758878.814796552,1837332.08154052,,
OH_4678,17,758836.731427302,1837345.98005887,,
OH_4678,18,758796.727927851,1837353.67801479,,
OH_4683,1,761133.633802241,1830573.51332445,,
OH_4684,1,759764.514304396,1835790.23700252,,
OH_4684,2,759797.883287844,1835801.52943347,,
OH_4684,3,759879.105809607,1835792.80326735,,
OH_4684,4,759946.061161535,1835785.64682825,,
OH_4684,5,759990.908413083,1835771.49896915,,
OH_4684,6,760094.226895771,1835782.64417337,,
OH_4684,7,760135.44601533,1835769.48442495,,
OH_4684,8,760240.497045468,1835750.02031312,,
OH_4684,9,760301.525080144,1835726.96079285,,
OH_4684,10,760402.880888292,1835728.7630571,,
OH_4684,11,760482.543825984,1835709.98763059,,
OH_4684,12,760585.358115881,1835706.72083716,,
OH_4684,13,760645.351431689,1835689.34293476,,
OH_4693,1,757818.145640671,1824277.31713874,,
OH_4693,2,757805.655267809,1824255.66713327,,
OH_4693,3,757792.367537068,1824231.73133798,,
OH_4693,4,757772.924203098,1824189.42458071,,
OH_4693,5,757754.655943554,1824156.67251228,,
OH_4693,6,757734.908879392,1824121.80134259,,
OH_4693,7,757713.312593775,1824085.7698958,,
OH_4693,8,757690.693827405,1824039.47495841,,
OH_4693,9,757671.706423159,1824000.91154634,,
OH_4693,10,757648.357389959,1823958.77195149,,
OH_4693,11,757620.41834621,1823920.06513624,,
OH_4693,12,757610.674756924,1823884.24655395,,
OH_4693,13,757622.976421492,1823837.90517521,,
OH_4693,14,757639.425834169,1823792.14838321,,
OH_4693,15,757658.499959872,1823736.56219552,,
OH_4693,16,757702.2120826,1823684.33101728,,
OH_4693,17,757745.345773953,1823626.5405694,,
OH_4693,18,757782.692663923,1823588.5081619,,
OH_4693,19,757792.17604048,1823538.28907099,,
OH_4693,20,757809.902775497,1823496.53225478,,
OH_4693,21,757854.102134341,1823463.56555454,,
OH_4693,22,757892.504460862,1823436.00989207,,
OH_4693,23,757935.981729615,1823415.4571758,,
OH_4700,1,757530.54690757,1834739.12601048,,
OH_4700,2,757521.461623136,1834688.52764572,,
OH_4700,3,757516.38744473,1834613.63590756,,
OH_4700,4,757491.220787988,1834551.14226938,,
OH_4700,5,757480.875720489,1834482.67201501,,
OH_4700,6,757455.97155112,1834428.08032616,,
OH_4701,1,759089.330355296,1837286.99843199,,
OH_4701,2,759026.599995525,1837309.18297265,,
OH_4701,3,758970.930600222,1837324.80232986,,
OH_4701,4,758894.125500461,1837347.6702808,,
OH_4701,5,758841.365552605,1837359.41120763,,
OH_4701,6,758779.926809188,1837378.48296786,,
OH_4701,7,758701.429424775,1837408.12609092,,
OH_4701,8,758646.602308824,1837425.10708902,,
OH_4701,9,758581.60637539,1837454.20313274,,
OH_4701,10,758526.266472669,1837481.03242406,,
OH_4701,11,758460.730126198,1837510.44223218,,
OH_4701,12,758405.392855001,1837534.17597619,,
OH_4701,13,758340.190478675,1837568.57022582,,
OH_4701,14,758291.521410486,1837591.35411951,,
OH_4701,15,758229.282921857,1837617.53128247,,
OH_4701,16,758160.507545411,1837648.4319142,,
OH_4701,17,758116.98609007,1837668.96538157,,
OH_4701,18,758052.780010366,1837700.95329044,,
OH_4701,19,757990.462453115,1837730.65232675,,
OH_4701,20,757936.126499771,1837757.49383254,,
OH_4701,21,757868.760979454,1837790.36859819,,
OH_4701,22,757814.681349562,1837816.78707881,,
OH_4701,23,757754.098368518,1837842.23838712,,
OH_4701,24,757690.731664326,1837867.12239134,,
OH_4701,25,757632.671711759,1837891.14513701,,
OH_4701,26,757572.156871228,1837916.98933486,,
OH_4701,27,757514.393926735,1837937.20940235,,
OH_4701,28,757453.301599061,1837963.43799942,,
OH_4701,29,757402.329836623,1837984.45207488,,
OH_4701,30,757330.63710558,1838008.27569639,,
OH_4701,31,757261.478660621,1838029.64007418,,
OH_4701,32,757206.686556892,1838049.93318643,,
OH_4701,33,757143.357667885,1838068.77148372,,
OH_4708,1,760455.600468111,1829756.89919964,,
OH_4711,1,760673.00289772,1829976.79428496,,
OH_4730,1,761200.274910429,1831156.40245259,,
OH_4730,2,761183.900172011,1831138.21282728,,
OH_4730,3,761144.745776665,1831094.71897734,,
OH_4730,4,761109.300597031,1831058.86774853,,
OH_4730,5,761148.679526534,1831026.05741526,,
OH_4730,6,761198.957051111,1830978.4157631,,
OH_4730,7,761241.198119657,1830953.07193031,,
OH_4730,8,761283.279170976,1830925.45985385,,
OH_4730,9,761321.249956106,1830886.50649222,,
OH_4730,10,761379.030023032,1830859.86191172,,
OH_4730,11,761431.554942008,1830835.03571537,,
OH_4730,12,761459.453144719,1830815.83208479,,
OH_4761,1,754838.237237779,1833518.12003632,,
OH_4761,2,754860.416381396,1833565.54933511,,
OH_4761,3,754885.388039206,1833634.84974297,,
OH_4761,4,754939.916998546,1833668.24536586,,
OH_4761,5,754998.810625457,1833699.06146662,,
OH_4761,6,755063.359862893,1833739.1344024,,
OH_4761,7,755116.946698616,1833767.2292666,,
OH_4761,8,755177.190898365,1833801.16321419,,
OH_4761,9,755233.236734466,1833829.06726816,,
OH_4761,10,755293.011273713,1833866.53663315,,
OH_4762,1,755447.02378789,1834041.97895003,,
OH_4762,2,755470.72208757,1834087.2129455,,
OH_4762,3,755498.337170811,1834126.40434673,,
OH_4762,4,755513.345608191,1834174.96689714,,
OH_4762,5,755535.086280043,1834223.16703408,,
OH_4762,6,755554.557319499,1834264.69706425,,
OH_4762,7,755579.865233979,1834309.28616031,,
OH_4762,8,755610.956600082,1834370.11023357,,
OH_4762,9,755633.578500658,1834415.99598565,,
OH_4762,10,755649.38106572,1834460.69318706,,
OH_4762,11,755661.950197375,1834508.0090343,,
OH_4762,12,755680.081316296,1834554.39485046,,
OH_4762,13,755707.78407724,1834594.9162338,,
OH_4762,14,755719.842428267,1834622.4075522,,
OH_4762,15,755716.485637623,1834662.00446143,,
OH_4762,16,755736.753982001,1834717.16260788,,
OH_4762,17,755756.917478064,1834781.17697262,,
OH_4762,18,755770.311636438,1834821.86084721,,
OH_4762,19,755784.678820286,1834852.59064196,,
OH_4762,20,755852.554288123,1834872.99876792,,
OH_4762,21,755927.11882692,1834887.61792565,,
OH_4762,22,755996.955153991,1834904.8391608,,
OH_4762,23,756073.171898873,1834924.12988421,,
OH_4762,24,756147.696360816,1834942.07203188,,
OH_4762,25,756230.551691307,1834959.78201178,,
OH_4762,26,756298.996132602,1834977.21018568,,
OH_4762,27,756365.828792619,1834995.50393267,,
OH_4762,28,756442.735998095,1835010.59592613,,
OH_4762,29,756493.579418629,1835000.02247886,,
OH_4762,30,756545.78225217,1834991.68091361,,
OH_4762,31,756597.45765154,1834982.88916594,,
OH_4762,32,756646.650836042,1834976.39286942,,
OH_4762,33,756692.330913986,1834968.9688078,,
OH_4762,34,756737.729946908,1834949.36241311,,
OH_4762,35,756781.87349884,1834927.52666942,,
OH_4762,36,756832.859619104,1834905.10767061,,
OH_4762,37,756873.876656687,1834885.89183299,,
OH_4762,38,756919.291911314,1834864.95734207,,
OH_4762,39,756963.822765284,1834846.55885305,,
OH_4767,1,755099.392693844,1832389.36340176,,
OH_4767,2,755142.392176481,1832365.81179721,,
OH_4767,3,755180.106146274,1832343.41757146,,
OH_4767,4,755235.183193437,1832312.22744753,,
OH_4767,5,755272.826866288,1832292.78634718,,
OH_4767,6,755311.717044799,1832267.9504978,,
OH_4767,7,755360.218648933,1832247.7132251,,
OH_4767,8,755400.68012004,1832217.20313655,,
OH_4767,9,755452.44101857,1832190.84897767,,
OH_4767,10,755522.482264988,1832154.9197982,,
OH_4767,11,755569.479161492,1832124.60299597,,
OH_4767,12,755612.156533765,1832103.17644526,,
OH_4767,13,755670.627384169,1832072.9699221,,
OH_4767,14,755732.574334229,1832034.52685441,,
OH_4767,15,755772.981921641,1832016.22774121,,
OH_4767,16,755828.048496098,1831985.9643698,,
OH_4767,17,755878.014555692,1831957.20492131,,
OH_4767,18,755928.201932392,1831930.83296071,,
OH_4767,19,755977.636217487,1831898.50878011,,
OH_4767,20,756018.752986515,1831873.27419528,,
OH_4767,21,756077.552770727,1831842.2721556,,
OH_4767,22,756111.892756477,1831823.85917637,,
OH_4767,23,756160.339069708,1831794.28141636,,
OH_4767,24,756218.225036697,1831767.05877342,,
OH_4768,1,756950.400203337,1831424.07870607,,
OH_4768,2,756971.584266853,1831447.58223655,,
OH_4769,1,757033.751069664,1831535.35181228,,
OH_4769,2,757115.843519662,1831519.72786646,,
OH_4769,3,757206.197042411,1831501.10303561,,
OH_4769,4,757283.553070334,1831488.74457407,,
OH_4769,5,757354.396885268,1831467.33980482,,
OH_4769,6,757422.806344297,1831444.13464474,,
OH_4769,7,757490.620987273,1831426.01572067,,
OH_4769,8,757566.952836073,1831418.96020926,,
OH_4769,9,757648.850587254,1831419.72236181,,
OH_4769,10,757660.735403738,1831506.11522711,,
OH_4769,11,757685.075855821,1831595.53644691,,
OH_4769,12,757695.767454363,1831683.35539114,,
OH_4770,1,757754.019910842,1831758.90036648,,
OH_4770,2,757798.785887566,1831748.25587689,,
OH_4770,3,757781.955362645,1831722.39098995,,
OH_4771,1,758250.393234155,1832563.82601423,,
OH_4771,2,758288.20410768,1832616.20892858,,
OH_4771,3,758372.588540976,1832729.27425448,,
OH_4771,4,758449.411240656,1832840.69857936,,
OH_4771,5,758502.923982219,1832927.92678482,,
OH_4771,6,758541.596954703,1832997.26221533,,
OH_4771,7,758576.8849401,1833055.1504422,,
OH_4771,8,758621.924482394,1833136.63127522,,
OH_4771,9,758659.116993849,1833204.61920942,,
OH_4772,1,757855.609444598,1831000.91918656,,
OH_4772,2,757917.634938327,1831064.77458258,,
OH_4772,3,757977.53646258,1831118.75055555,,
OH_4773,1,757880.183811474,1830857.61179881,,
OH_4775,1,760447.89772009,1831073.37195705,,
OH_4775,2,760500.179913854,1831075.7860455,,
OH_4775,3,760565.716294257,1831086.43932668,,
OH_4775,4,760612.367319524,1831087.26056761,,
OH_4775,5,760677.130382763,1831093.27222933,,
OH_4775,6,760740.104732765,1831103.75974539,,
OH_4775,7,760820.57497907,1831110.21086286,,
OH_4775,8,760903.835100296,1831120.03313738,,
OH_4775,9,760963.391243544,1831125.75317861,,
OH_4775,10,761014.778431394,1831130.01888919,,
OH_4775,11,761064.111009112,1831095.29889459,,
OH_4776,1,759257.473482859,1830964.88732524,,
OH_4776,2,759253.458957898,1830966.84839258,,
OH_4777,1,759150.296357283,1830961.3782475,,
OH_4777,2,759090.159870089,1830939.6772383,,
OH_4777,3,759028.527910556,1830920.03425303,,
OH_4777,4,758964.630566854,1830903.2508132,,
OH_4777,5,758979.822442808,1830849.04296979,,
OH_4778,1,759620.629064939,1831297.77589151,,
OH_4778,2,759656.079183484,1831306.35384165,,
OH_4778,3,759690.216145832,1831314.02598695,,
OH_4778,4,759738.761106183,1831326.28583808,,
OH_4778,5,759776.978121593,1831334.0782795,,
OH_4778,6,759818.318915155,1831344.04431593,,
OH_4778,7,759866.204091558,1831354.62360617,,
OH_4779,1,760137.876009492,1831168.63214325,,
OH_4779,2,760196.383391829,1831161.03753576,,
OH_4779,3,760254.13133109,1831154.42925084,,
OH_4779,4,760306.400130885,1831150.52377277,,
OH_4781,1,761229.389045392,1831151.12128353,,
OH_4781,2,761287.958849774,1831114.54437166,,
OH_4781,3,761363.473235009,1831067.38768734,,
OH_4781,4,761438.166509634,1831028.76883491,,
OH_4781,5,761468.059001149,1830994.07740771,,
OH_4781,6,761498.005140367,1830955.86780867,,
OH_4781,7,761525.309173003,1830926.77189018,,
OH_4781,8,761556.587102227,1830880.95880133,,
OH_4782,1,761671.335049188,1830789.24049055,,
OH_4782,2,761731.037765175,1830762.61908867,,
OH_4783,1,760686.018757575,1830342.88926353,,
OH_4783,2,760623.762540058,1830298.39842008,,
OH_4783,3,760545.833184912,1830242.86589649,,
OH_4783,4,760494.487312728,1830205.81541868,,
OH_4783,5,760433.835025663,1830161.01243828,,
OH_4783,6,760364.19024374,1830109.23623959,,
OH_4783,7,760296.924730776,1830063.79992546,,
OH_4783,8,760209.545424131,1829994.86881409,,
OH_4783,9,760168.718818059,1829970.79051237,,
OH_4783,10,760114.956321777,1829930.2796287,,
OH_4783,11,760048.026227737,1829883.5186817,,
OH_4783,12,759977.178266273,1829833.9447496,,
OH_4783,13,759914.42967135,1829785.79557261,,
OH_4783,14,759832.600225479,1829725.79228774,,
OH_4783,15,759762.709909189,1829676.45003518,,
OH_4783,16,759709.350228487,1829637.82862748,,
OH_4783,17,759654.524758692,1829596.75159657,,
OH_4783,18,759583.783381696,1829547.06871114,,
OH_4783,19,759527.506373055,1829511.17960247,,
OH_4783,20,759448.027329736,1829450.87313752,,
OH_4784,1,760905.740871026,1830383.42439983,,
OH_4784,2,760920.840461936,1830336.10845,,
OH_4784,3,760927.472543348,1830308.9514854,,
OH_4784,4,760937.516079303,1830264.56366853,,
OH_4784,5,760946.826066541,1830236.66542429,,
OH_4784,6,760965.448737652,1830198.24880529,,
OH_4785,1,760745.442795116,1830295.22470913,,
OH_4785,2,760723.465720227,1830244.16217666,,
OH_4785,3,760696.109195428,1830173.4044798,,
OH_4785,4,760632.915648922,1830037.09574496,,
OH_4786,1,759797.360194132,1829010.33214532,,
OH_4786,2,759839.788649271,1828990.36091748,,
OH_4786,3,759883.874109044,1828965.87137514,,
OH_4786,4,759935.04783552,1828964.60825954,,
OH_4786,5,759982.504236839,1828961.63935818,,
OH_4786,6,760028.129200325,1828959.9772598,,
OH_4786,7,760082.510854048,1828958.42126931,,
OH_4786,8,760120.817575991,1828970.17846538,,
OH_4786,9,760164.246499597,1828973.47238599,,
OH_4788,1,759314.764768597,1829165.82039868,,
OH_4788,2,759334.374623047,1829080.80258549,,
OH_4788,3,759352.70980659,1829004.07239308,,
OH_4788,4,759367.996251233,1828923.3205787,,
OH_4788,5,759384.775112735,1828842.80833351,,
OH_4788,6,759400.483503852,1828762.50438301,,
OH_4788,7,759424.947026903,1828691.27347205,,
OH_4788,8,759435.000074898,1828592.85508308,,
OH_4788,9,759454.061899076,1828517.90530158,,
OH_4788,10,759469.906525569,1828444.0259805,,
OH_4788,11,759484.251205595,1828361.71149571,,
OH_4788,12,759502.3975421,1828274.12956771,,
OH_4788,13,759522.678510542,1828195.54185594,,
OH_4788,14,759535.856454581,1828121.40767741,,
OH_4788,15,759554.104602439,1828034.26986084,,
OH_4789,1,759664.973171166,1827926.34915423,,
OH_4789,2,759732.208106817,1827862.49530157,,
OH_4789,3,759770.863262869,1827840.46957269,,
OH_4789,4,759828.030990064,1827845.1819556,,
OH_4789,5,759892.609472549,1827858.95232768,,
OH_4789,6,759965.732770694,1827844.28473238,,
OH_4789,7,760036.712322013,1827811.43881714,,
OH_4789,8,760104.136228139,1827803.14321345,,
OH_4789,9,760174.163754653,1827774.94984217,,
OH_4789,10,760217.969315123,1827720.95568859,,
OH_4789,11,760267.157950186,1827704.46794033,,
OH_4789,12,760319.323771968,1827705.34877897,,
OH_4789,13,760383.343962344,1827709.07800559,,
OH_4789,14,760435.640980125,1827696.11608181,,
OH_4790,1,759320.840407053,1825836.98308514,,
OH_4790,2,759229.872972593,1825842.41962773,,
OH_4790,3,759139.215277187,1825848.746033,,
OH_4790,4,759049.062757783,1825857.40400144,,
OH_4790,5,758950.168328355,1825864.73923351,,
OH_4790,6,758874.049459625,1825870.13447579,,
OH_4790,7,758783.103965213,1825873.80161878,,
OH_4790,8,758687.559219033,1825877.9674514,,
OH_4790,9,758595.094740607,1825883.61006304,,
OH_4790,10,758504.090803693,1825892.14930368,,
OH_4790,11,758407.399583331,1825893.97748574,,
OH_4790,12,758337.892424251,1825944.73913696,,
OH_4791,1,759467.275010376,1825634.24744257,,
OH_4791,2,759538.973541164,1825658.91664598,,
OH_4791,3,759590.516451272,1825672.05068563,,
OH_4791,4,759639.880966633,1825670.87460012,,
OH_4791,5,759689.347582774,1825676.38623796,,
OH_4792,1,759440.555972698,1825342.95271581,,
OH_4792,2,759454.267787286,1825268.82611971,,
OH_4792,3,759462.823500593,1825179.35695085,,
OH_4792,4,759469.081408816,1825103.36790001,,
OH_4792,5,759479.175368491,1825036.94586942,,
OH_4792,6,759483.197741677,1824969.01241965,,
OH_4792,7,759491.393106982,1824900.57566015,,
OH_4792,8,759492.668897828,1824830.17327995,,
OH_4792,9,759498.7469018,1824760.16092956,,
OH_4792,10,759505.820865436,1824687.2818679,,
OH_4792,11,759512.253984629,1824614.39519504,,
OH_4792,12,759518.275869007,1824549.03228733,,
OH_4792,13,759523.48342062,1824480.33697941,,
OH_4792,14,759530.359785758,1824414.98447892,,
OH_4792,15,759538.224439519,1824356.28706975,,
OH_4792,16,759592.239146486,1824333.02250387,,
OH_4792,17,759665.640321491,1824305.3415152,,
OH_4792,18,759725.577846301,1824278.1627272,,
OH_4792,19,759787.758722825,1824250.90041841,,
OH_4793,1,758160.089701423,1824845.26947785,,
OH_4793,2,758125.340425493,1824865.77763193,,
OH_4793,3,758083.554586253,1824894.06473415,,
OH_4793,4,758043.638983577,1824917.83263589,,
OH_4793,5,757998.559898803,1824944.52923935,,
OH_4793,6,757967.341802514,1824964.63814662,,
OH_4793,7,757932.91900331,1824984.59798238,,
OH_4793,8,757897.907138611,1825009.31281218,,
OH_4793,9,757850.157680168,1825027.12020749,,
OH_4793,10,757811.435261823,1825040.49632688,,
OH_4793,11,757770.696855888,1825052.7411887,,
OH_4793,12,757724.789352439,1825068.46723463,,
OH_4793,13,757692.08539936,1825078.81547402,,
OH_4793,14,757644.254325039,1825094.62937049,,
OH_4793,15,757602.103748286,1825108.85055242,,
OH_4793,16,757555.625599383,1825100.87638364,,
OH_4793,17,757535.56616403,1825098.97565946,,
OH_4793,18,757510.592491151,1825097.12689631,,
OH_4793,19,757474.849857926,1825093.59932284,,
OH_4793,20,757431.82739814,1825091.42410335,,
OH_4793,21,757410.490273795,1825089.17606706,,
OH_4793,22,757390.129203603,1825085.61110309,,
OH_4793,23,757347.12791536,1825081.6648193,,
OH_4793,24,757304.014634298,1825078.16015743,,
OH_4793,25,757275.528200075,1825075.27323094,,
OH_4793,26,757244.818610961,1825070.6979035,,
OH_4793,27,757198.845277768,1825065.16746951,,
OH_4793,28,757159.774695765,1825063.0400127,,
OH_4793,29,757128.535857254,1825031.22302872,,
OH_4793,30,757086.798788573,1824992.96983272,,
OH_4793,31,757060.723252615,1824967.08267685,,
OH_4793,32,757028.334737119,1824933.03780085,,
OH_4793,33,757002.080991635,1824895.30069605,,
OH_4793,34,756959.769710095,1824869.22103447,,
OH_4794,1,758741.947110909,1824925.54914601,,
OH_4794,2,758739.091577558,1824860.85373527,,
OH_4794,3,758736.147165861,1824794.82974092,,
OH_4794,4,758732.842130651,1824723.15474496,,
OH_4794,5,758732.179400703,1824691.62615131,,
OH_4794,6,758731.187244598,1824647.51369348,,
OH_4794,7,758725.293426775,1824577.91127803,,
OH_4794,8,758669.787754399,1824574.36586063,,
OH_4795,1,762117.232242798,1831479.15481361,,
OH_4795,2,762128.777361726,1831495.41608321,,
OH_4795,3,762171.409895498,1831509.83707503,,
OH_4795,4,762218.95589984,1831522.8502627,,
OH_4795,5,762262.83387314,1831535.31360143,,
OH_4795,6,762314.916568439,1831551.88685705,,
OH_4795,7,762363.819569275,1831567.00289152,,
OH_4795,8,762413.981233143,1831575.87196916,,
OH_4795,9,762467.289419188,1831590.90042475,,
OH_4795,10,762500.785175102,1831595.2243591,,
OH_4796,1,761267.638555291,1831333.83507429,,
OH_4796,2,761225.386870967,1831392.1138121,,
OH_4796,3,761184.116483142,1831448.7447196,,
OH_4796,4,761141.336924453,1831506.46252829,,
OH_4796,5,761094.664598725,1831568.34142787,,
OH_4796,6,761051.290965133,1831631.03658624,,
OH_4796,7,761001.551336902,1831699.29914143,,
OH_4797,1,761820.876562458,1831429.13421037,,
OH_4797,2,761800.165064912,1831481.64733068,,
OH_4797,3,761781.292490516,1831536.62853222,,
OH_4797,4,761767.743075228,1831588.05984069,,
OH_4797,5,761749.062864677,1831622.90413638,,
OH_4797,6,761729.158629539,1831687.01741914,,
OH_4797,7,761714.782141337,1831727.47714654,,
OH_4797,8,761698.289168186,1831775.10899019,,
OH_4797,9,761680.959819985,1831830.03597062,,
OH_4798,1,761842.693136271,1831362.10461605,,
OH_4798,2,761855.703783636,1831310.99912933,,
OH_4798,3,761866.074681136,1831283.7773188,,
OH_4798,4,761878.667497128,1831240.74923769,,
OH_4798,5,761893.013402635,1831202.8360029,,
OH_4798,6,761904.426228178,1831160.23652132,,
OH_4798,7,761916.668358871,1831125.74528056,,
OH_4798,8,761925.405627207,1831086.41819985,,
OH_4798,9,761926.589950748,1831041.81169058,,
OH_4798,10,761949.509047508,1830966.57887729,,
OH_4798,11,761967.388138961,1830927.93361969,,
OH_4798,12,761997.628295811,1830891.54289827,,
OH_4799,1,762648.483112416,1831516.00533985,,
OH_4799,2,762678.840061634,1831478.84198642,,
OH_4799,3,762694.049306793,1831449.02110315,,
OH_4799,4,762700.992831523,1831422.52167011,,
OH_4800,1,763000.832432575,1831399.86989787,,
OH_4800,2,763024.214410168,1831376.38540773,,
OH_4800,3,763062.413855309,1831356.32138871,,
OH_4800,4,763102.534819553,1831331.44116949,,
OH_4800,5,763086.619368579,1831262.8157272,,
OH_4801,1,761194.143247142,1833122.64324998,,
OH_4801,2,761142.701109041,1833148.7025447,,
OH_4801,3,761098.1639239,1833180.96566656,,
OH_4801,4,761060.680782395,1833189.65353816,,
OH_4801,5,760997.432434746,1833206.21221582,,
OH_4801,6,760936.933034551,1833211.70136158,,
OH_4801,7,760898.30008968,1833200.13014574,,
OH_4801,8,760855.664376633,1833193.95324903,,
OH_4801,9,760814.767391304,1833191.96173151,,
OH_4801,10,760777.735894199,1833201.82922226,,
OH_4801,11,760730.427353611,1833205.9150782,,
OH_4801,12,760698.276938406,1833255.97742747,,
OH_4801,13,760684.68694154,1833307.76154542,,
OH_4801,14,760675.086981336,1833343.50968454,,
OH_4801,15,760688.35312223,1833389.00158297,,
OH_4801,16,760719.773401866,1833443.07608025,,
OH_4801,17,760725.203961995,1833508.75245499,,
OH_4801,18,760741.917097062,1833565.10276579,,
OH_4801,19,760734.53602082,1833603.830944,,
OH_4801,20,760729.819515248,1833664.90173351,,
OH_4801,21,760721.864793825,1833741.90703384,,
OH_4801,22,760717.819938315,1833783.06064546,,
OH_4802,1,762590.043217666,1833250.07674864,,
OH_4802,2,762562.704559909,1833286.92476983,,
OH_4802,3,762529.190766745,1833328.143794,,
OH_4802,4,762502.618174491,1833357.92062594,,
OH_4802,5,762453.172829612,1833410.79403083,,
OH_4802,6,762458.531670962,1833440.99734522,,
OH_4802,7,762452.123603601,1833502.29590238,,
OH_4802,8,762440.385324822,1833548.72894561,,
OH_4802,9,762421.048997415,1833619.19080254,,
OH_4802,10,762412.462157608,1833665.44864131,,
OH_4802,11,762391.247506412,1833710.98159354,,
OH_4802,12,762369.368794573,1833766.89566338,,
OH_4802,13,762359.272906025,1833825.30225169,,
OH_4803,1,761431.759471881,1833253.43233089,,
OH_4803,2,761432.051467613,1833299.60812624,,
OH_4803,3,761434.516902507,1833342.59728413,,
OH_4803,4,761409.052791094,1833399.19901423,,
OH_4803,5,761433.867487381,1833448.32900319,,
OH_4803,6,761458.899731952,1833497.13074632,,
OH_4803,7,761461.081112545,1833545.87622811,,
OH_4803,8,761469.451088605,1833612.52240207,,
OH_4845,1,756404.566975352,1826066.65718319,,
OH_4845,2,756421.999869538,1826118.56999425,,
OH_4845,3,756442.943778335,1826189.56920296,,
OH_4845,4,756462.595573485,1826243.50022598,,
OH_4845,5,756475.056132042,1826300.33626272,,
OH_4845,6,756484.441889775,1826355.25435004,,
OH_4845,7,756492.317494321,1826436.84978966,,
OH_4845,8,756504.367211894,1826501.51414444,,
OH_4845,9,756521.688239569,1826571.62225537,,
OH_4845,10,756541.609748212,1826644.88476007,,
OH_4845,11,756560.048016956,1826707.54378857,,
OH_4845,12,756580.540900754,1826776.57602527,,
OH_4845,13,756632.980280576,1826770.44562866,,
OH_4845,14,756679.951005373,1826763.58811383,,
OH_4845,15,756728.722374248,1826758.1914093,,
OH_4845,16,756777.597122363,1826752.90676342,,
OH_4845,17,756823.554970832,1826750.57678023,,
OH_4845,18,756836.627609697,1826747.07906826,,
OH_4845,19,756892.782841253,1826740.44227568,,
OH_4845,20,756931.792651559,1826738.47252068,,
OH_4845,21,756988.438306938,1826735.49552192,,
OH_4845,22,757014.802028945,1826733.66590798,,
OH_4845,23,757034.807847405,1826731.69834854,,
OH_4846,1,756487.167758493,1824799.81333686,,
OH_4846,2,756479.695642273,1824754.44091434,,
OH_4846,3,756471.327817521,1824712.59968347,,
OH_4846,4,756468.219433863,1824668.71968018,,
