
[INTERMEDIATE NODES]
FORMAT_INTERMEDIATENODE=SectionID,SeqNumber,CoordX,CoordY,IsBreakPoint,BreakPointLocation
OH_4839,8,750503.456620014,1828427.53210367,,
OH_4839,9,750582.562721013,1828393.57973217,,
OH_4839,10,750653.569923639,1828367.28308601,,
OH_4839,11,750721.358082285,1828342.38847751,,
OH_4839,12,750789.898240344,1828316.94904721,,
OH_4839,13,750854.365403708,1828311.16938957,,
OH_4839,14,750928.477401561,1828311.81321161,,
OH_4840,1,752276.532851759,1826306.38786456,,
OH_4840,2,752253.033459938,1826260.94086311,,
OH_4840,3,752212.088365339,1826182.07509402,,
OH_4840,4,752179.033703361,1826122.56621467,,
OH_4840,5,752140.168169456,1826048.48564449,,
OH_4840,6,752109.679966654,1825988.67486681,,
OH_4840,7,752084.116582521,1825937.00409866,,
OH_4840,8,752064.262129989,1825899.46084167,,
OH_4840,9,752039.481473273,1825853.88849897,,
OH_4841,1,753550.010541192,1825619.64312391,,
OH_4841,2,753592.877894037,1825598.55755465,,
OH_4841,3,753641.117914863,1825574.76970032,,
OH_4841,4,753684.472376234,1825557.67688869,,
OH_4841,5,753719.419941635,1825537.93860252,,
OH_4841,6,753745.851959021,1825524.74290209,,
OH_4841,7,753793.382279162,1825506.81378667,,
OH_4841,8,753831.441277995,1825494.97203411,,
OH_4841,9,753873.179575421,1825488.15704213,,
OH_4841,10,753913.218244597,1825480.54706926,,
OH_4841,11,753943.052005282,1825477.90968938,,
OH_4841,12,753993.336047693,1825462.00745045,,
OH_4841,13,754029.446636768,1825452.35734214,,
OH_4841,14,754078.923700695,1825432.3492819,,
OH_4841,15,754133.443573098,1825410.62829716,,
OH_4841,16,754191.708398089,1825388.28625406,,
OH_4841,17,754241.862572941,1825374.37588831,,
OH_4841,18,754286.192155129,1825365.26610751,,
OH_4841,19,754338.969436729,1825355.3716,,
OH_4841,20,754373.517645131,1825342.38319068,,
OH_4841,21,754381.890154189,1825357.09662279,,
OH_4842,1,753508.598904013,1825689.34880508,,
OH_4842,2,753519.213474456,1825713.16690179,,
OH_4842,3,753550.929518778,1825741.1086286,,
OH_4842,4,753620.856705324,1825807.58676097,,
OH_4842,5,753666.40474971,1825885.29221233,,
OH_4842,6,753711.015028886,1825969.92086589,,
OH_4842,7,753736.96477574,1825995.31938204,,
OH_4842,8,753801.567973566,1826028.86078225,,
OH_4842,9,753828.930945838,1826055.9479099,,
OH_4842,10,753832.670017834,1826112.40380347,,
OH_4842,11,753841.827067514,1826167.89175193,,
OH_4843,1,755965.419345933,1824937.64809712,,
OH_4843,2,755919.462063493,1824948.72711392,,
OH_4843,3,755878.896647225,1824950.94429304,,
OH_4843,4,755835.399264925,1824957.36052662,,
OH_4843,5,755783.768070496,1824960.51150069,,
OH_4843,6,755718.048061805,1824962.72025135,,
OH_4843,7,755647.969214758,1824972.07403969,,
OH_4843,8,755610.134274079,1824973.83919289,,
OH_4843,9,755566.832633255,1824977.2002761,,
OH_4843,10,755517.670042455,1824979.38472407,,
OH_4843,11,755467.870381135,1824981.22957381,,
OH_4843,12,755420.604049431,1824985.65107142,,
OH_4843,13,755367.458306874,1824990.33619513,,
OH_4843,14,755314.731941061,1824995.79922068,,
OH_4843,15,755270.39488688,1824996.49251805,,
OH_4843,16,755227.316237893,1824999.08189592,,
OH_4843,17,755174.120739775,1825038.55068291,,
OH_4843,18,755122.328297652,1825060.9449053,,
OH_4843,19,755080.410769436,1825091.6713831,,
OH_4843,20,755042.506449611,1825117.46212198,,
OH_4844,1,754862.892785523,1825096.82342516,,
OH_4844,2,754808.1099993,1825059.47812676,,
OH_4844,3,754764.85401823,1825025.6163325,,
OH_4844,4,754690.623451973,1824976.2599873,,
OH_4844,5,754651.962407493,1824947.47047638,,
OH_4844,6,754620.974459597,1824924.07508141,,
OH_4844,7,754582.050903982,1824899.30493242,,
OH_4844,8,754537.850403079,1824860.44809851,,
OH_4844,9,754460.429555628,1824802.12133722,,
OH_4844,10,754389.947182196,1824756.72545452,,
OH_4844,11,754354.70039967,1824717.797721,,
OH_4850,1,751961.283882555,1826648.34434894,,
OH_4850,2,751921.048333062,1826657.54851573,,
OH_4850,3,751866.047808331,1826672.58267328,,
OH_4850,4,751817.885925965,1826680.9866372,,
OH_4850,5,751768.223168474,1826699.00525941,,
OH_4850,6,751712.980698064,1826710.09441862,,
OH_4850,7,751667.039050123,1826711.32827145,,
OH_4850,8,751636.946399703,1826681.52617989,,
OH_4850,9,751587.529325776,1826632.8983984,,
OH_4850,10,751547.170589267,1826595.1157138,,
OH_4850,11,751513.447804506,1826565.27161809,,
OH_4850,12,751443.998238534,1826583.43718026,,
OH_4850,13,751438.476038294,1826574.86748747,,
OH_4850,14,751415.427501124,1826530.85740429,,
OH_4850,15,751405.145150138,1826501.23090733,,
OH_4850,16,751324.27747602,1826465.85392296,,
OH_4850,17,751367.251523673,1826482.78260927,,
OH_4850,18,751237.138259323,1826427.85674062,,
OH_5544,1,756013.52072711,1824924.56964835,,
OH_5545,1,754920.698519467,1825135.87650029,,
OH_5548,1,753807.995698493,1826218.67202295,,
OH_5552,1,752291.737889732,1826339.66976955,,
BB_5553,1,752194.339416993,1826429.58828551,,
OH_5556,1,754051.340036144,1828852.04099022,,
OH_5557,1,754850.588389438,1827972.67367885,,
OH_5558,1,755671.265172604,1830897.83198267,,
OH_5558,2,755650.551202211,1830825.84018588,,
OH_5558,3,755627.9876817,1830756.70638369,,
OH_5558,4,755604.985085923,1830670.62531857,,
OH_5558,5,755586.928457555,1830599.55105069,,
OH_5558,6,755567.736536268,1830534.22082435,,
OH_5558,7,755551.760860681,1830476.78974818,,
OH_5558,8,755528.362058207,1830405.98425223,,
OH_5558,9,755510.834506128,1830335.35941426,,
OH_5558,10,755486.541500112,1830249.92758952,,
OH_5558,11,755470.134285938,1830201.79176303,,
OH_5558,12,755454.563900749,1830146.13715025,,
OH_5558,13,755416.041782777,1830125.63897864,,
OH_5558,14,755363.391925366,1830107.74076012,,
OH_5558,15,755307.55572221,1830079.39738422,,
OH_5558,16,755280.297780602,1830054.60466036,,
OH_5558,17,755239.792457669,1830021.24020854,,
OH_5558,18,755212.406156055,1829980.28138613,,
OH_5559,1,755968.882717849,1831113.18415518,,
OH_5561,1,750022.589293802,1827332.34654897,,
OH_5561,2,750044.022441174,1827379.9288453,,
OH_5561,3,750050.477203228,1827403.47381737,,
OH_5561,4,750058.256504318,1827505.97490879,,
OH_5561,5,750059.851263422,1827580.06026087,,
OH_5561,6,750050.746741538,1827646.60362807,,
OH_5561,7,750034.45148245,1827716.16309737,,
OH_5561,8,750016.52867103,1827797.10728581,,
OH_5561,9,750001.38131944,1827850.62685427,,
OH_5561,10,749981.964840459,1827931.44384766,,
OH_5561,11,749962.786718234,1828010.159075,,
OH_5561,12,749944.95040224,1828083.68651618,,
OH_5561,13,749926.092715299,1828162.40547495,,
OH_5561,14,749951.273965871,1828247.06141509,,
OH_5561,15,749969.249124781,1828308.49471308,,
OH_5561,16,749983.000683781,1828365.67182027,,
OH_5562,1,748897.713592791,1827536.35123322,,
CA_5594,1,755040.972095744,1832344.47795173,,
CA_5594,2,755025.210199327,1832356.201852,,
CA_5594,3,755027.081085296,1832358.64726053,,
CA_5594,4,755044.560038548,1832364.15830673,,
OH_5632,1,750006.807051752,1827080.90243915,,
OH_5632,2,750018.23603266,1827145.13802146,,
OH_5632,3,750027.845431636,1827228.06415088,,
OH_5632,4,750036.583517616,1827321.60738412,,
OH_5666,1,747600.247385469,1828189.62186954,,
OH_5666,2,747650.673079632,1828151.12295483,,
OH_5666,3,747662.488135749,1828117.38148852,,
OH_5666,4,747699.82770111,1828093.01127891,,
OH_5666,5,747736.848336413,1828059.34002938,,
OH_5707,1,750014.427002122,1828464.35172936,,
OH_5707,2,750025.944639565,1828520.83863359,,
OH_5708,1,752970.011448994,1826019.25388895,,
OH_5708,2,753002.614616405,1825998.82168228,,
OH_5708,3,753041.74264391,1825977.69345057,,
OH_5708,4,753071.420293451,1825960.9911271,,
OH_5708,5,753119.424295877,1825938.96996973,,
OH_5708,6,753149.62325621,1825923.27152258,,
OH_5708,7,753174.456433626,1825909.72428499,,
OH_5708,8,753221.120597561,1825883.59209916,,
OH_5708,9,753264.776324018,1825858.97239038,,
OH_5708,10,753301.879558805,1825837.48747736,,
OH_5708,11,753347.211540638,1825815.76733986,,
OH_5708,12,753371.733846157,1825801.33080264,,
OH_5708,13,753436.987773797,1825765.89537517,,
OH_5736,1,751144.987095596,1826444.05209232,,
OH_5738,1,755112.787827602,1829870.70568075,,
OH_5738,2,755068.642447707,1829847.04137122,,
OH_5738,3,755025.033767727,1829823.05028395,,
OH_5738,4,754987.784194001,1829803.23244573,,
OH_5738,5,754936.703136914,1829779.04321919,,
OH_5738,6,754887.271985867,1829777.79318715,,
OH_5738,7,754839.250016731,1829774.78741988,,
OH_5738,8,754798.316608066,1829777.40171024,,
OH_5738,9,754723.676210212,1829776.62683311,,
OH_5738,10,754667.46080113,1829762.12044891,,
OH_5738,11,754602.924182059,1829746.85125545,,
OH_5738,12,754534.356326839,1829729.32015346,,
OH_5738,13,754468.194223687,1829733.96107836,,
OH_5738,14,754400.404668605,1829704.81443122,,
OH_5738,15,754356.4553218,1829691.56140765,,
OH_5738,16,754279.528125806,1829676.47752328,,
OH_5738,17,754238.025655994,1829664.02874997,,
OH_5738,18,754230.476619201,1829598.06432877,,
OH_5738,19,754221.321891418,1829532.41084715,,
OH_5738,20,754227.679640795,1829473.4743739,,
OH_5738,21,754210.258852726,1829402.40979656,,
OH_5738,22,754204.616103746,1829355.7314966,,
OH_5738,23,754197.734685198,1829305.60645328,,
OH_5738,24,754188.525202643,1829235.52473919,,
OH_5738,25,754171.267694575,1829186.7161307,,
OH_5738,26,754152.453817548,1829142.98218635,,
OH_5738,27,754136.346302708,1829105.36956505,,
OH_5738,28,754115.141031316,1829065.14996766,,
OH_5738,29,754094.851446962,1829019.84862927,,
OH_5738,30,754075.721142223,1828966.81080262,,
OH_5738,31,754055.081989262,1828923.94114963,,
OH_5744,1,755143.47968179,1832417.45659842,,
OH_5744,2,755190.535772329,1832383.4220542,,
OH_5744,3,755240.829863617,1832339.67405171,,
OH_5744,4,755293.087564322,1832300.43799837,,
OH_5744,5,755319.369698252,1832236.42418907,,
OH_5744,6,755341.046038776,1832173.79487055,,
OH_5744,7,755362.966959471,1832108.399431,,
OH_5744,8,755391.500446994,1832034.89188118,,
OH_5744,9,755417.247704797,1831962.12507478,,
OH_5744,10,755443.886192833,1831913.17191235,,
OH_5744,11,755466.836687324,1831869.04772948,,
OH_5744,12,755486.470590922,1831825.43752574,,
OH_5755,1,749661.267081951,1827120.06603365,,
OH_5755,2,749735.208808989,1827108.08205246,,
OH_5755,3,749810.424793159,1827087.3667058,,
OH_5755,4,749875.559937634,1827070.29869783,,
OH_5755,5,749932.224280944,1827056.12166775,,
OH_5759,1,748800.431218374,1827572.09118391,,
OH_5759,2,748852.760316247,1827572.47552525,,
OH_5763,1,753484.865795075,1825691.17286336,,
OH_5768,1,747828.139105169,1827987.10052065,,
OH_5768,2,747880.277022286,1827948.28863606,,
OH_5768,3,747935.422975526,1827907.96147941,,
OH_5768,4,747996.324517692,1827859.39737483,,
OH_5768,5,748057.404154864,1827813.93449449,,
OH_5768,6,748115.057649259,1827769.3198912,,
OH_5771,1,752789.134185822,1826113.89186656,,
OH_5771,2,752841.030135276,1826078.85255139,,
OH_5771,3,752886.374070375,1826055.91386049,,
OH_5779,1,750089.730734244,1826213.54398933,,
OH_5779,2,750068.21847366,1826254.14684488,,
OH_5779,3,750042.070826278,1826298.35068823,,
OH_5779,4,750008.48639845,1826357.4120199,,
OH_5779,5,749986.202624887,1826400.10949545,,
OH_5779,6,749961.139947349,1826442.77591231,,
OH_5779,7,749938.017424955,1826484.13533834,,
OH_5779,8,749944.080678986,1826550.52257072,,
OH_5779,9,749953.398905122,1826631.00947823,,
OH_5779,10,749961.692645811,1826707.82854509,,
OH_5779,11,749974.262217473,1826793.33524073,,
OH_5779,12,749985.39403473,1826892.44192593,,
OH_5779,13,749995.812042312,1826988.44027499,,
OH_5788,1,754927.02432341,1825181.52775834,,
OH_5788,2,754881.119407935,1825188.29151845,,
OH_5788,3,754833.129157369,1825199.79148544,,
OH_5788,4,754785.907444221,1825209.52918819,,
OH_5788,5,754764.10155758,1825210.7104439,,
OH_5788,6,754736.967782658,1825220.0216734,,
OH_5788,7,754685.661752659,1825231.81486124,,
OH_5788,8,754642.164633339,1825251.7828005,,
OH_5788,9,754622.575958304,1825262.39796135,,
OH_5788,10,754590.408262823,1825276.73168486,,
OH_5788,11,754551.102495135,1825295.65326171,,
OH_5788,12,754525.060569772,1825308.74530471,,
OH_5788,13,754505.024390735,1825314.04422025,,
OH_5792,1,751058.094290162,1828314.98779436,,
OH_5792,2,751067.818796135,1828259.63383843,,
OH_5792,3,751076.091786729,1828191.42013538,,
OH_5792,4,751086.398678747,1828122.7873388,,
OH_5792,5,751097.11671331,1828046.40838972,,
OH_5850,1,752360.94241865,1826340.37070053,,
OH_5850,2,752398.87485127,1826320.88817235,,
OH_5850,3,752444.138311644,1826295.62163374,,
OH_5850,4,752489.274187903,1826272.12610731,,
OH_5850,5,752526.889211312,1826252.41750981,,
OH_5850,6,752564.522394486,1826231.15928751,,
OH_5850,7,752617.28396465,1826204.10003337,,
OH_5850,8,752676.501762773,1826173.02026296,,
OH_5850,9,752715.195314643,1826152.43889296,,
OH_5851,1,752232.995893592,1826412.16431621,,
OH_5851,2,752273.756445202,1826388.39468353,,
OH_5852,1,753997.246464275,1828847.52742496,,
OH_5854,1,748900.360707331,1827639.89651207,,
OH_5897,1,751985.180521879,1826614.3028643,,
OH_5897,2,751975.934211857,1826573.89358496,,
OH_5897,3,751956.737596811,1826525.84009333,,
OH_5897,4,752018.091733833,1826494.56247773,,
OH_5897,5,752051.491922934,1826488.08939071,,
OH_5897,6,752100.79065385,1826464.75398505,,
OH_5897,7,752146.61750774,1826446.02566083,,
OH_5900,1,755858.960002524,1831098.36548865,,
OH_5900,2,755809.995837728,1831085.04912723,,
OH_5900,3,755759.143901179,1831068.83161722,,
OH_5900,4,755715.940165991,1831056.02591736,,
OH_5900,5,755698.664494682,1831000.24107533,,
OH_5900,6,755684.574705899,1830945.93233458,,
OH_5901,1,753840.842100945,1826284.79577478,,
OH_5901,2,753836.431886986,1826330.60324159,,
OH_5901,3,753865.794065664,1826412.98994764,,
OH_5901,4,753888.390540321,1826480.35027387,,
OH_5901,5,753911.071192274,1826585.90965201,,
OH_5901,6,753928.775582852,1826687.64480055,,
