
[INTERMEDIATE NODES]
FORMAT_INTERMEDIATENODE=SectionID,SeqNumber,CoordX,CoordY,IsBreakPoint,BreakPointLocation
OH_4692,1,754816.209509603,1836390.76290451,,
OH_4692,2,754716.918317788,1836378.51743495,,
OH_4692,3,754624.823170356,1836369.131566,,
OH_4692,4,754539.485221487,1836357.37301886,,
OH_4699,1,755913.650925264,1838008.01518812,,
OH_4699,2,755902.145519105,1837976.50215309,,
OH_4699,3,755887.830700399,1837928.45059663,,
OH_4699,4,755860.110705707,1837881.98139117,,
OH_4699,5,755845.548061137,1837833.74866716,,
OH_4715,1,754736.400519543,1833357.0891463,,
OH_4715,2,754757.625565758,1833399.57437775,,
OH_4715,3,754785.166125376,1833449.89058074,,
OH_4715,4,754812.167582179,1833491.30541997,,
OH_4717,1,754690.2682871,1833172.23900886,,
OH_4717,2,754726.652467753,1833138.12333587,,
OH_4717,3,754769.250672925,1833099.31410633,,
OH_4717,4,754815.989353421,1833064.57430444,,
OH_4717,5,754869.550290346,1833028.13649022,,
OH_4717,6,754919.221896873,1832990.58521036,,
OH_4760,1,755041.245553898,1834520.31496972,,
OH_4760,2,755052.903092203,1834581.34836594,,
OH_4760,3,755070.999489867,1834648.76937526,,
OH_4760,4,755082.54043758,1834701.71905876,,
OH_4760,5,755096.568700886,1834760.899677,,
OH_4760,6,755111.252623074,1834818.97985023,,
OH_4763,1,754958.749707996,1834046.22997278,,
OH_4764,1,755061.445485723,1834455.78591356,,
OH_4764,2,755110.019894318,1834447.39642432,,
OH_4764,3,755154.153638137,1834435.41117049,,
OH_4764,4,755191.660965297,1834423.90062118,,
OH_4765,1,755170.197404371,1837584.08428613,,
OH_4765,2,755211.80563469,1837568.52683137,,
OH_4765,3,755258.55510003,1837551.3701847,,
OH_4765,4,755303.919244035,1837534.19819101,,
OH_4765,5,755351.198580713,1837517.4910358,,
OH_4765,6,755399.338352562,1837500.2393361,,
OH_4765,7,755448.46025571,1837481.22920003,,
OH_4765,8,755488.462682744,1837465.98541141,,
OH_4765,9,755532.848318838,1837450.24038255,,
OH_4765,10,755566.306642651,1837437.68633978,,
OH_4858,1,754915.219286933,1832584.80394103,,
OH_4858,2,754881.609752346,1832618.5040449,,
OH_4858,3,754849.390771831,1832652.00149895,,
OH_4858,4,754801.873306393,1832696.94009165,,
OH_4858,5,754773.005173438,1832727.04534379,,
OH_4858,6,754738.221656305,1832760.73276433,,
OH_4858,7,754701.913504324,1832805.91655713,,
OH_4858,8,754662.963696938,1832830.69720835,,
OH_4858,9,754629.074193064,1832861.07398584,,
OH_4858,10,754586.096846445,1832901.41786647,,
OH_4858,11,754560.682715312,1832937.43123671,,
OH_4858,12,754520.813064937,1832958.87955004,,
OH_4858,13,754499.172443809,1832982.87065013,,
OH_4864,1,755121.921875069,1834899.82000075,,
OH_4864,2,755172.859727385,1834922.15892533,,
OH_4864,3,755187.164328016,1834980.50051731,,
OH_4864,4,755198.329413857,1835028.9528399,,
OH_4864,5,755208.586994107,1835075.28363957,,
OH_4864,6,755219.361261533,1835117.24549858,,
BB_5378,1,754471.957673202,1833017.99867675,,
BB_5378,2,754472.606488348,1833018.00516261,,
BB_5378,3,754472.625705747,1833018.00539079,,
BB_5378,4,754472.625431033,1833018.02852733,,
BB_5379,1,754473.177909972,1833018.7113452,,
CA_5382,1,754472.386766786,1833014.60343855,,
CA_5382,2,754472.806503289,1833013.92076051,,
OH_5498,1,755210.196748471,1835231.33517972,,
OH_5498,2,755222.234070479,1835275.63275849,,
OH_5498,3,755233.677068293,1835327.67438206,,
OH_5498,4,755247.259032306,1835377.39177198,,
OH_5498,5,755259.518617864,1835430.08920736,,
OH_5502,1,754891.947176281,1836400.09641242,,
OH_5504,1,755622.534161425,1837449.43042037,,
CA_5597,1,755030.581431242,1832352.00180496,,
CA_5597,2,755024.773097799,1832356.18746324,,
CA_5597,3,755026.829614217,1832358.92549076,,
CA_5597,4,755044.454478875,1832364.62106647,,
OH_5653,1,754918.671524944,1836464.44943178,,
OH_5653,2,754912.396196818,1836513.4313334,,
OH_5653,3,754906.855633568,1836557.83374975,,
OH_5653,4,754900.932394472,1836613.29460445,,
OH_5653,5,754892.364980128,1836662.46187655,,
OH_5653,6,754887.164929043,1836711.35030435,,
OH_5653,7,754882.968237854,1836757.11960078,,
OH_5653,8,754874.176939806,1836818.98449312,,
OH_5653,9,754858.779151584,1836816.56006107,,
OH_5653,10,754839.929545788,1836873.54534129,,
OH_5653,11,754830.604096882,1836912.51635832,,
OH_5653,12,754816.763752633,1836954.09189877,,
OH_5653,13,754801.608108081,1837007.49964018,,
OH_5653,14,754786.415715409,1837055.03670844,,
OH_5653,15,754814.826792217,1837233.07777432,,
OH_5653,16,754850.80084482,1837278.12471049,,
OH_5664,1,754473.301412203,1833014.53303253,,
OH_5664,2,754473.320354891,1833014.55639725,,
OH_5664,3,754473.872833918,1833015.23921514,,
OH_5664,4,754526.419854543,1833080.18213601,,
OH_5664,5,754556.093367274,1833126.03930232,,
OH_5665,1,754641.429349427,1833268.10633688,,
OH_5665,2,754664.227343817,1833317.42486211,,
OH_5671,1,756051.514976207,1838070.93507907,,
OH_5671,2,756154.311856341,1838116.01159029,,
OH_5671,3,756254.9549528,1838162.72350085,,
OH_5671,4,756356.648148207,1838202.03050467,,
OH_5671,5,756460.694076137,1838249.78091583,,
OH_5671,6,756514.580841564,1838251.86709671,,
OH_5671,7,756605.470337828,1838221.62495137,,
OH_5671,8,756719.428570411,1838181.80629898,,
OH_5671,9,756813.473548176,1838146.8420511,,
OH_5671,10,756928.803065117,1838117.33765024,,
OH_5681,1,754722.665022759,1833431.71507447,,
OH_5681,2,754764.637881602,1833502.74194477,,
OH_5681,3,754787.287590727,1833546.52196669,,
OH_5681,4,754762.197990336,1833564.15988943,,
OH_5681,5,754772.536031386,1833628.72002974,,
OH_5681,6,754783.455651087,1833698.15876618,,
OH_5681,7,754840.95081679,1833729.84451571,,
OH_5681,8,754854.31365221,1833791.3407665,,
OH_5681,9,754872.823012762,1833851.01619213,,
OH_5681,10,754886.486042347,1833914.1767131,,
OH_5681,11,754900.125356138,1833979.32999613,,
OH_5682,1,754940.068320049,1834104.02343591,,
OH_5682,2,754950.439500926,1834165.71231163,,
OH_5682,3,754959.830432834,1834219.96483622,,
OH_5682,4,754974.951701196,1834277.16535324,,
OH_5682,5,754992.384591635,1834337.60311409,,
OH_5682,6,755008.060639342,1834393.03770755,,
OH_5683,1,755381.660712531,1837818.23258921,,
OH_5683,2,755498.412625821,1837857.16038929,,
OH_5683,3,755628.878434198,1837909.87324224,,
OH_5683,4,755742.161571871,1837944.22268135,,
OH_5683,5,755852.806415668,1837993.8200956,,
OH_5713,1,755088.677147396,1834993.09080065,,
OH_5713,2,755082.214541249,1835060.55142696,,
OH_5713,3,755072.545327781,1835110.48048889,,
OH_5713,4,755064.709723296,1835176.59614503,,
OH_5713,5,755059.600828736,1835220.04721872,,
OH_5713,6,755076.242016303,1835239.29003055,,
OH_5716,1,755101.972679118,1834873.23042456,,
OH_5754,1,755064.704890173,1832468.77787026,,
OH_5754,2,755023.389215104,1832494.96907589,,
OH_5754,3,754988.731693102,1832526.88622195,,
OH_5762,1,755177.494752155,1837670.42165378,,
OH_5762,2,755219.805491363,1837729.93941315,,
OH_5796,1,757400.347471399,1838524.67310715,,
OH_5829,1,755059.026139756,1835353.0408032,,
OH_5829,2,755050.464101799,1835402.88673195,,
OH_5829,3,755044.711461295,1835457.89125054,,
OH_5829,4,755040.871156357,1835491.74938247,,
OH_5829,5,755039.367439838,1835503.79191425,,
OH_5829,6,755033.464064328,1835548.61859583,,
OH_5829,7,755028.75175648,1835592.56930314,,
OH_5829,8,755023.258404687,1835642.31229699,,
OH_5829,9,755016.429252837,1835695.75172784,,
OH_5829,10,755010.998662921,1835748.64205958,,
OH_5829,11,755005.830766656,1835788.81619032,,
OH_5829,12,754998.058192047,1835846.24913867,,
OH_5829,13,754992.101902254,1835895.52160193,,
OH_5829,14,754984.003545398,1835950.28226612,,
OH_5829,15,754979.44149363,1835996.68936981,,
OH_5830,1,754965.126945893,1836113.56040959,,
OH_5830,2,754959.431225353,1836155.93385164,,
OH_5830,3,754950.507358645,1836201.93246195,,
OH_5830,4,754949.251307027,1836259.2281696,,
OH_5830,5,754939.504054631,1836314.21718815,,
OH_5830,6,754928.738750128,1836367.55766971,,
OH_5831,1,754915.810788497,1837350.20285041,,
OH_5831,2,754942.494314483,1837386.50425056,,
OH_5831,3,754971.76452377,1837420.7330262,,
OH_5831,4,755002.686933295,1837459.63159476,,
OH_5831,5,755031.848985822,1837493.96980032,,
OH_5831,6,755063.525072846,1837532.32378362,,
OH_5831,7,755091.074863271,1837567.64054019,,
OH_5832,1,755655.057189322,1837407.9678957,,
OH_5832,2,755693.668071335,1837393.15057,,
OH_5833,1,757052.267967076,1838139.30563803,,
OH_5833,2,757110.070160861,1838277.29275565,,
OH_5833,3,757149.346304275,1838375.64152653,,
OH_5833,4,757189.919089058,1838472.67707599,,
OH_5833,5,757234.935543351,1838564.12068591,,
OH_5869,1,754658.707570975,1833195.09677778,,
OH_5905,1,758355.067592691,1839978.80596902,,
OH_5905,2,758373.712700867,1840043.47095061,,
OH_10354,1,767830.553841729,1835201.08101364,,
OH_10354,2,767930.062428003,1835190.00896323,,
OH_10354,3,767868.938397012,1835198.18191071,,
OH_10354,4,767832.532653148,1835203.53070168,,
OH_10355,1,759816.552991013,1837889.6188234,,
OH_10355,2,759825.764947568,1837844.06943331,,
OH_10355,3,759835.711020101,1837797.84238476,,
OH_10355,4,759822.142306362,1837714.38176459,,
OH_10355,5,759800.818256505,1837664.66334981,,
OH_10355,6,759783.770519274,1837617.95320291,,
OH_10355,7,759770.270685256,1837562.17361431,,
OH_10355,8,759760.406806729,1837511.15539849,,
OH_10381,1,763064.861363738,1836037.86687058,,
OH_10383,1,760456.937662458,1837712.5400253,,
OH_10385,1,769111.962684406,1835103.46517673,,
OH_10385,2,769114.720607069,1835040.70024832,,
OH_10385,3,769123.233861026,1834981.52993811,,
OH_10385,4,769122.872701127,1834907.73047673,,
OH_10385,5,769127.568953709,1834838.83452736,,
OH_10385,6,769137.075567091,1834768.93051448,,
OH_10387,1,765384.998153695,1835546.61382046,,
OH_10387,2,765435.290600996,1835534.17412287,,
OH_10387,3,765497.636508936,1835518.15371414,,
OH_10387,4,765553.336452785,1835506.89082539,,
OH_10387,5,765609.91023443,1835494.49955018,,
OH_10387,6,765666.47221312,1835482.96306993,,
OH_10387,7,765746.293379498,1835466.59112865,,
OH_10387,8,765830.755081269,1835445.4383847,,
OH_10387,9,765894.80641943,1835429.02057694,,
OH_10387,10,765958.284493654,1835415.71386344,,
OH_10387,11,766027.181963983,1835402.62305641,,
OH_10387,12,766092.07652607,1835388.91356117,,
OH_10387,13,766159.253141145,1835376.08632493,,
OH_10387,14,766208.074761886,1835365.30752025,,
OH_10387,15,766265.529132362,1835351.22141431,,
OH_10387,16,766334.434116541,1835337.56249443,,
OH_10387,17,766408.051910174,1835323.36341028,,
OH_10387,18,766479.840723401,1835344.21102852,,
OH_10387,19,766541.911244951,1835373.44720589,,
OH_10387,20,766588.625730343,1835393.95309915,,
OH_10387,21,766649.564430262,1835422.03726876,,
OH_10387,22,766702.527797045,1835446.60634199,,
OH_10387,23,766761.78384551,1835471.82313023,,
OH_10387,24,766826.71699755,1835501.09593086,,
OH_10387,25,766892.569420282,1835525.54166498,,
OH_10387,26,766946.349400009,1835540.52160328,,
OH_10387,27,767001.324693203,1835561.59439134,,
OH_10387,28,767061.919025676,1835573.32789225,,
OH_10387,29,767121.471535867,1835564.12562744,,
OH_10387,30,767186.184608704,1835554.94919126,,
OH_10387,31,767243.543583373,1835548.55004498,,
OH_10387,32,767296.93009056,1835539.25464196,,
OH_10387,33,767364.987239405,1835524.73361757,,
OH_10387,34,767444.058731137,1835504.11095658,,
OH_10387,35,767529.111755177,1835477.36150333,,
OH_10387,36,767595.81209468,1835456.84825014,,
OH_10387,37,767644.395006856,1835442.37024648,,
OH_10387,38,767705.032297179,1835425.76545107,,
OH_10387,39,767765.090029928,1835409.72270075,,
OH_10388,1,762169.994598057,1837302.67474651,,
OH_10388,2,762203.181178451,1837360.12263906,,
OH_10388,3,762232.651870877,1837432.20393727,,
OH_10388,4,762261.604979297,1837499.72380793,,
OH_10388,5,762291.088141977,1837570.66495829,,
OH_10388,6,762318.965269742,1837632.48059216,,
OH_10388,7,762341.751429663,1837689.10953209,,
OH_10388,8,762355.87185298,1837726.06401793,,
OH_10388,9,762384.934422169,1837776.67918917,,
OH_10388,10,762406.637721074,1837828.17179176,,
OH_10388,11,762434.403352968,1837899.09221473,,
OH_10388,12,762466.161976595,1837971.19887383,,
OH_10388,13,762486.665855886,1838026.17243486,,
OH_10388,14,762514.036091326,1838078.73688781,,
OH_10388,15,762545.186999282,1838153.68188565,,
OH_10388,16,762560.923610908,1838205.09593401,,
OH_10388,17,762589.108958121,1838261.22701012,,
OH_10388,18,762619.672055203,1838337.30322364,,
OH_10388,19,762644.642174287,1838402.49639112,,
OH_10388,20,762675.373799246,1838464.91374345,,
OH_10414,1,767246.257393508,1836059.21571516,,
OH_10467,1,767988.414098864,1835312.9537632,,
OH_10468,1,768419.781999859,1835247.96363332,,
OH_10468,2,768431.048458671,1835287.79309761,,
OH_10468,3,768437.578921153,1835326.03956524,,
OH_10468,4,768443.389242182,1835370.44122863,,
OH_10468,5,768447.16854508,1835426.59665746,,
OH_10468,6,768444.265764125,1835457.54523254,,
OH_10468,7,768436.627671224,1835506.17191461,,
OH_10468,8,768429.741500265,1835553.42946509,,
OH_10468,9,768419.199375638,1835596.33938314,,
OH_10468,10,768405.682865663,1835648.57514568,,
OH_10468,11,768393.481993132,1835701.93468818,,
OH_10468,12,768378.598398356,1835759.73952748,,
OH_10468,13,768365.408244647,1835807.26570066,,
OH_10468,14,768348.620853854,1835863.71571823,,
OH_10468,15,768345.071067673,1835910.68292318,,
OH_10469,1,768478.248489212,1835978.09713527,,
OH_10469,2,768552.011488333,1835979.57645929,,
OH_10469,3,768621.721455364,1835980.78259105,,
OH_10469,4,768699.261077523,1835987.62478855,,
OH_10469,5,768761.020354436,1835984.19278544,,
OH_10469,6,768820.708042158,1835984.16750536,,
OH_10469,7,768882.087089536,1835985.49238527,,
OH_10469,8,768944.845867245,1835987.50026174,,
OH_10469,9,769005.999015032,1835989.81921468,,
OH_10469,10,769075.491351258,1835991.35627852,,
OH_10469,11,769134.709092167,1836071.16120851,,
OH_10469,12,769179.899900446,1836120.00735456,,
OH_10469,13,769226.486164826,1836168.42827607,,
OH_10469,14,769269.351446929,1836215.47486344,,
OH_10469,15,769306.590087568,1836242.96027859,,
OH_10470,1,768141.110038913,1836007.64031784,,
OH_10470,2,768125.046208516,1836062.58139707,,
OH_10471,1,768465.420197895,1835169.8095625,,
OH_10471,2,768501.688077279,1835167.57485796,,
OH_10471,3,768553.291946341,1835162.75001017,,
OH_10471,4,768620.406798528,1835158.16531397,,
OH_10472,1,768670.489624591,1835134.92640636,,
OH_10472,2,768666.619924516,1835097.57689092,,
OH_10472,3,768666.601557526,1835069.2612915,,
OH_10472,4,768668.530141618,1835043.0440624,,
OH_10473,1,771198.069652041,1835233.07915601,,
OH_10473,2,771255.991173091,1835223.09659545,,
OH_10473,3,771305.600325593,1835218.49440107,,
OH_10473,4,771309.085962762,1835145.67703202,,
OH_10473,5,771335.572966696,1835080.9034016,,
OH_10473,6,771370.495824131,1834993.31445653,,
OH_10473,7,771466.61509985,1834958.43607889,,
OH_10474,1,770351.62719453,1835082.62833007,,
OH_10474,2,770353.028580058,1835013.34383894,,
OH_10474,3,770347.686483445,1834945.75693956,,
OH_10474,4,770343.16642535,1834871.76034364,,
OH_10474,5,770336.393474967,1834798.18044584,,
OH_10474,6,770328.794708898,1834708.95958696,,
OH_10474,7,770322.378161576,1834633.58265439,,
OH_10474,8,770315.471001032,1834554.76804259,,
OH_10474,9,770312.616937069,1834476.33457956,,
OH_10474,10,770309.318843671,1834399.22549083,,
OH_10474,11,770300.277685296,1834320.27204019,,
OH_10474,12,770271.47319457,1834267.31103919,,
OH_10475,1,770755.500113372,1835291.69662868,,
OH_10475,2,770785.42808181,1835339.91045792,,
OH_10475,3,770817.482038131,1835405.869123,,
OH_10475,4,770847.837072268,1835471.03015558,,
OH_10475,5,770878.06221755,1835529.65655939,,
OH_10475,6,770915.522700084,1835607.08797251,,
OH_10475,7,770942.974757812,1835665.34723951,,
OH_10475,8,770969.377590684,1835722.0430636,,
OH_10475,9,770915.563777626,1835764.10347263,,
OH_10475,10,770863.718441918,1835802.42519395,,
OH_10475,11,770797.047886119,1835847.8664555,,
OH_10475,12,770719.22588658,1835896.93049861,,
OH_10476,1,771512.437076513,1834862.49022684,,
OH_10476,2,771571.316463892,1834861.5461168,,
OH_10476,3,771628.882955242,1834858.44952219,,
OH_10476,4,771681.1883487,1834853.74827496,,
OH_10476,5,771746.303610327,1834844.00872054,,
OH_10476,6,771799.876005212,1834832.88817631,,
OH_10476,7,771849.470276973,1834784.4652772,,
OH_10476,8,771889.725942426,1834740.03087428,,
OH_10476,9,771930.273948274,1834687.74168437,,
OH_10476,10,771976.377465576,1834615.32816164,,
OH_10476,11,772014.715920806,1834556.51986296,,
OH_10476,12,772052.602473486,1834491.10199522,,
OH_10476,13,772102.474264438,1834423.63068179,,
OH_10487,1,758478.941108286,1840186.46712896,,
OH_10487,2,758502.603967292,1840286.29173693,,
OH_10487,3,758568.182521474,1840333.28630794,,
OH_10487,4,758643.826866486,1840382.0508579,,
OH_10487,5,758735.536203908,1840434.50484108,,
OH_10487,6,758798.350204149,1840456.32780349,,
OH_10488,1,758595.170111647,1840734.06125392,,
OH_10488,2,758562.401031141,1840769.20558947,,
OH_10488,3,758518.573158384,1840809.75199873,,
OH_10488,4,758488.388949211,1840842.93443048,,
OH_10488,5,758453.97503729,1840881.7138448,,
OH_10488,6,758420.463346875,1840916.51706602,,
OH_10488,7,758386.196650131,1840951.97428619,,
OH_10488,8,758351.461572973,1840990.86064663,,
OH_10488,9,758321.506918623,1841022.82820778,,
OH_10488,10,758282.658885484,1841066.42361255,,
OH_10488,11,758251.275659201,1841101.80738958,,
OH_10488,12,758216.482219916,1841138.85302142,,
OH_10488,13,758182.509936775,1841174.38279342,,
OH_10488,14,758149.960891288,1841209.08724521,,
OH_10488,15,758111.315020053,1841253.68279338,,
OH_10488,16,758077.848549071,1841284.83305831,,
OH_10488,17,758043.487063537,1841319.40608333,,
OH_10488,18,758009.921970833,1841358.63792832,,
OH_10489,1,759326.619399729,1840089.46064779,,
OH_10489,2,759381.055141839,1840063.5489659,,
OH_10489,3,759431.824281311,1840040.69203973,,
OH_10489,4,759485.184791811,1840015.4330643,,
OH_10489,5,759508.81382985,1840003.54085521,,
OH_10489,6,759540.120971398,1839992.29573866,,
OH_10489,7,759559.547033358,1839983.6742285,,
OH_10489,8,759585.298693311,1839972.80350921,,
OH_10489,9,759632.151629044,1839947.24405211,,
OH_10489,10,759690.107402704,1839921.70680881,,
OH_10489,11,759723.907141653,1839977.59070078,,
OH_10490,1,759160.50214249,1841189.56367004,,
OH_10490,2,759210.791535171,1841197.26096881,,
OH_10490,3,759266.767360017,1841202.4805826,,
OH_10490,4,759265.851639496,1841260.26618493,,
OH_10490,5,759265.871994292,1841320.05581873,,
OH_10490,6,759264.619911715,1841379.16566132,,
OH_10490,7,759264.893726338,1841426.88987082,,
OH_10490,8,759264.227077265,1841499.29361343,,
OH_10490,9,759263.740624493,1841556.86267286,,
OH_10490,10,759264.132267195,1841612.44964759,,
OH_10490,11,759264.320367637,1841676.00586537,,
OH_10490,12,759265.560343711,1841732.04715334,,
OH_10490,13,759263.51775862,1841794.69048735,,
OH_10490,14,759262.960340119,1841866.87402765,,
OH_10490,15,759262.289628426,1841913.25822975,,
OH_10490,16,759257.522234208,1841971.77186001,,
OH_10490,17,759256.03875242,1842032.3194019,,
OH_10491,1,757920.634797059,1841795.56762626,,
OH_10491,2,757952.659066275,1841830.61045589,,
OH_10491,3,757989.523148153,1841871.35853438,,
OH_10491,4,758019.754070014,1841904.72021456,,
OH_10491,5,758055.090396452,1841939.46994939,,
OH_10491,6,758088.804322649,1841975.97408583,,
OH_10491,7,758121.883183229,1842012.02639494,,
OH_10491,8,758157.321847592,1842047.11097163,,
OH_10491,9,758187.419005192,1842082.57382287,,
OH_10491,10,758218.692283821,1842117.94036711,,
OH_10491,11,758250.035843855,1842147.32869118,,
OH_10491,12,758268.157040388,1842166.92442088,,
OH_10491,13,758238.733021682,1842208.08810843,,
OH_10492,1,758148.940434627,1842316.17108686,,
OH_10492,2,758121.303526935,1842350.82422964,,
OH_10492,3,758091.189279436,1842387.32942906,,
OH_10492,4,758125.174404164,1842445.42742916,,
OH_10492,5,758163.373317282,1842508.11498504,,
OH_10492,6,758196.828568658,1842565.87358725,,
OH_10492,7,758234.303923672,1842626.55949284,,
OH_10492,8,758267.989483999,1842682.99119337,,
OH_10492,9,758301.477550041,1842737.98342817,,
OH_10492,10,758338.093360442,1842799.10230126,,
OH_10492,11,758380.380274456,1842867.8188196,,
OH_10492,12,758406.011742073,1842910.53676909,,
OH_10493,1,758950.658046575,1840138.89726222,,
OH_10493,2,758939.898291241,1840097.86852577,,
OH_10493,3,758925.121820492,1840046.53400546,,
OH_10493,4,758908.049175308,1839992.19448448,,
OH_10493,5,758888.309231182,1839924.4318429,,
OH_10493,6,758865.992584847,1839851.28818815,,
OH_10493,7,758839.221922775,1839780.44893576,,
OH_10493,8,758828.666461776,1839723.49661562,,
OH_10494,1,759307.749567059,1840148.88145321,,
OH_10494,2,759334.549321586,1840203.44716672,,
OH_10494,3,759356.039553483,1840253.25372471,,
OH_10495,1,759765.993906367,1840150.71759365,,
OH_10495,2,759769.809686253,1840205.57120628,,
OH_10495,3,759777.685234715,1840260.14207363,,
OH_10495,4,759781.015670895,1840311.00381674,,
OH_10495,5,759787.117122214,1840362.23146035,,
OH_10495,6,759799.413173174,1840413.0928535,,
OH_10495,7,759814.100571684,1840478.04391803,,
OH_10495,8,759833.659768349,1840546.15431357,,
OH_10495,9,759851.544365108,1840611.58593033,,
OH_10495,10,759867.620183347,1840676.44449215,,
OH_10495,11,759885.360504781,1840744.86501338,,
OH_10495,12,759902.947691877,1840808.30133813,,
OH_10495,13,759922.130481856,1840872.20002218,,
OH_10495,14,759938.64618376,1840935.9555274,,
OH_10495,15,759958.501487393,1841005.95206697,,
OH_10496,1,761385.408778936,1839334.49415139,,
OH_10496,2,761433.035938755,1839313.51734504,,
OH_10496,3,761481.63503929,1839288.76027597,,
OH_10496,4,761533.117661407,1839265.12779456,,
OH_10496,5,761602.700145508,1839227.24155295,,
OH_10496,6,761650.433547397,1839199.81331244,,
OH_10496,7,761693.594005913,1839179.85751119,,
OH_10496,8,761733.497512826,1839155.54544554,,
OH_10496,9,761787.979779436,1839126.31810291,,
OH_10496,10,761838.827903562,1839097.4891048,,
OH_10496,11,761880.201574066,1839075.18620179,,
OH_10496,12,761925.18009309,1839054.92191859,,
OH_10496,13,761972.474899125,1839028.59624375,,
OH_10496,14,762020.146800636,1839002.35622112,,
OH_10496,15,762055.360536154,1838985.32264619,,
OH_10496,16,762083.038598227,1839019.45608697,,
OH_10496,17,762101.902034231,1839048.6074784,,
OH_10497,1,760807.994726678,1840357.41007643,,
OH_10497,2,760833.756219168,1840424.37968693,,
OH_10497,3,760878.355566847,1840476.98552885,,
OH_10497,4,760918.338346275,1840526.84992201,,
OH_10497,5,760965.53121123,1840578.66815715,,
OH_10497,6,761016.34430598,1840634.18920038,,
OH_10497,7,761065.668278464,1840688.9835629,,
OH_10497,8,761116.886453136,1840747.71641369,,
OH_10497,9,761162.906490102,1840797.42402068,,
OH_10497,10,761203.059296362,1840842.10929652,,
OH_10497,11,761238.680878612,1840897.40079976,,
OH_10497,12,761271.843517682,1840944.96051199,,
OH_10497,13,761299.434750701,1841000.30784663,,
OH_10497,14,761331.394475427,1841047.32902593,,
OH_10498,1,762178.071666444,1839086.14514829,,
OH_10498,2,762190.891749725,1839132.33342485,,
OH_10498,3,762205.239172695,1839179.39326247,,
OH_10498,4,762219.348717023,1839232.70053451,,
OH_10498,5,762243.19092221,1839316.70006529,,
OH_10498,6,762265.095096021,1839402.0047574,,
OH_10498,7,762287.757187011,1839486.43269531,,
OH_10498,8,762311.338867349,1839574.19391392,,
OH_10498,9,762334.744898652,1839658.85410752,,
OH_10498,10,762355.6646208,1839746.02901005,,
OH_10498,11,762374.301155617,1839827.86117518,,
OH_10499,1,765527.970394993,1836649.59456699,,
OH_10499,2,765566.02203439,1836611.75579433,,
OH_10499,3,765606.923212054,1836568.08421216,,
OH_10499,4,765640.326465752,1836534.94912812,,
OH_10499,5,765695.167181978,1836538.17685972,,
OH_10499,6,765729.857431868,1836539.93440924,,
OH_10499,7,765766.166501229,1836538.39467202,,
OH_10499,8,765820.903959121,1836541.17865335,,
OH_10499,9,765878.766828836,1836541.78710731,,
OH_10499,10,765931.613984934,1836542.11190554,,
OH_10499,11,765979.821227899,1836543.61483841,,
OH_10499,12,766032.1261599,1836547.79194635,,
OH_10499,13,766081.68872965,1836551.57188828,,
OH_10500,1,764927.863976213,1836913.20916264,,
OH_10500,2,764902.915158255,1836884.55454891,,
OH_10500,3,764872.370253203,1836842.21124301,,
OH_10500,4,764825.292078451,1836815.82924528,,
OH_10500,5,764784.986850713,1836794.29251541,,
OH_10500,6,764748.987912031,1836744.01944168,,
OH_10500,7,764718.538279594,1836702.56341725,,
OH_10500,8,764698.327317139,1836661.89984708,,
OH_10500,9,764677.451994707,1836623.32953795,,
